train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
2.3494465351104736,9,0,,,,,,,,,,
2.222857713699341,19,0,,,,,,,,,,
1.4342057704925537,29,0,,,,,,,,,,
1.1182669401168823,39,0,,,,,,,,,,
0.9390921592712402,49,0,,,,,,,,,,
,55,0,0.3207547068595886,0.4388548731803894,1.5804145336151123,0.8359649777412415,0.4539550840854645,,,,,
1.7480422258377075,59,1,,,,,,,,,,
1.3164114952087402,69,1,,,,,,,,,,
0.5384911298751831,79,1,,,,,,,,,,
1.910377025604248,89,1,,,,,,,,,,
2.219566822052002,99,1,,,,,,,,,,
1.426412582397461,109,1,,,,,,,,,,
,111,1,0.37106919288635254,0.4726948142051697,1.4371428489685059,0.8484960794448853,0.49127197265625,,,,,
1.499204158782959,119,2,,,,,,,,,,
1.230812907218933,129,2,,,,,,,,,,
1.6125719547271729,139,2,,,,,,,,,,
1.258913278579712,149,2,,,,,,,,,,
1.0544062852859497,159,2,,,,,,,,,,
,167,2,0.4088050425052643,0.48900800943374634,1.3471815586090088,0.8550235033035278,0.5078125,,,,,
1.5467967987060547,169,3,,,,,,,,,,
0.9028995633125305,179,3,,,,,,,,,,
1.2796293497085571,189,3,,,,,,,,,,
1.3244566917419434,199,3,,,,,,,,,,
1.4277255535125732,209,3,,,,,,,,,,
1.8724205493927002,219,3,,,,,,,,,,
,223,3,0.3899371027946472,0.470693439245224,1.3177233934402466,0.8484048843383789,0.489013671875,,,,,
1.0604135990142822,229,4,,,,,,,,,,
0.698201060295105,239,4,,,,,,,,,,
1.1060056686401367,249,4,,,,,,,,,,
0.8506037592887878,259,4,,,,,,,,,,
0.6850143671035767,269,4,,,,,,,,,,
0.9037044048309326,279,4,,,,,,,,,,
,279,4,0.4088050425052643,0.48968663811683655,1.3050929307937622,0.8560247421264648,0.5087646245956421,,,,,
,280,5,,,,,,0.8560247421264648,1.3050929307937622,0.48968663811683655,0.5087646245956421,0.4088050425052643
