epoch,train_loss,step,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,0.6620292067527771,9,,,,,,
0,0.5803324580192566,19,,,,,,
0,0.6545319557189941,29,,,,,,
0,0.8281435370445251,39,,,,,,
0,0.3663327097892761,49,,,,,,
0,0.23282061517238617,59,,,,,,
0,0.2648242712020874,69,,,,,,
0,0.4116314947605133,79,,,,,,
0,,83,0.29395535588264465,0.33296099305152893,0.10040898621082306,0.7948029041290283,0.2142857164144516,
1,0.25004521012306213,89,,,,,,
1,0.3076276481151581,99,,,,,,
1,0.3013119101524353,109,,,,,,
1,0.26578134298324585,119,,,,,,
1,0.22018054127693176,129,,,,,,
1,0.29946672916412354,139,,,,,,
1,0.23130634427070618,149,,,,,,
1,0.2124640792608261,159,,,,,,
1,,167,0.3737344741821289,0.3736463189125061,0.06695542484521866,0.8157472610473633,0.3181818127632141,
2,0.1568855345249176,169,,,,,,
2,0.1252041906118393,179,,,,,,
2,0.12143022567033768,189,,,,,,
2,0.16845108568668365,199,,,,,,
2,0.12542559206485748,209,,,,,,
2,0.13388384878635406,219,,,,,,
2,0.14785251021385193,229,,,,,,
2,0.12561263144016266,239,,,,,,
2,0.07932188361883163,249,,,,,,
2,,251,0.4061283469200134,0.3928213119506836,0.06332511454820633,0.8243193030357361,0.350649356842041,
3,0.055171918123960495,259,,,,,,
3,0.08200173825025558,269,,,,,,
3,0.042046286165714264,279,,,,,,
3,0.09911450743675232,289,,,,,,
3,0.09728316962718964,299,,,,,,
3,0.05827343463897705,309,,,,,,
3,0.0742199718952179,319,,,,,,
3,0.044762030243873596,329,,,,,,
3,,335,0.468707799911499,0.4318036735057831,0.06725345551967621,0.8405295610427856,0.40909090638160706,
4,0.08173465728759766,339,,,,,,
4,0.08281712234020233,349,,,,,,
4,0.027767255902290344,359,,,,,,
4,0.053413521498441696,369,,,,,,
4,0.03694739565253258,379,,,,,,
4,0.05080278962850571,389,,,,,,
4,0.037901852279901505,399,,,,,,
4,0.060652464628219604,409,,,,,,
4,0.05046714469790459,419,,,,,,
4,,419,0.49351659417152405,0.46132975816726685,0.07678984850645065,0.8467126488685608,0.44155845046043396,
5,,420,,,,,,0.07678984850645065
