train_loss,epoch,step,val_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
0.10898883640766144,0,9,,,,,,
0.0845009982585907,0,19,,,,,,
0.07583894580602646,0,29,,,,,,
0.08121878653764725,0,39,,,,,,
0.07417099177837372,0,49,,,,,,
0.06895851343870163,0,59,,,,,,
0.05454353988170624,0,69,,,,,,
0.05767657607793808,0,79,,,,,,
0.05420415475964546,0,89,,,,,,
0.07526040077209473,0,99,,,,,,
0.07376811653375626,0,109,,,,,,
0.07896296679973602,0,119,,,,,,
0.04761357232928276,0,129,,,,,,
0.05654282122850418,0,139,,,,,,
0.054864175617694855,0,149,,,,,,
0.0522041842341423,0,159,,,,,,
0.06251956522464752,0,169,,,,,,
0.07117950171232224,0,179,,,,,,
0.05796116217970848,0,189,,,,,,
,0,189,0.11229152977466583,0.21329639852046967,0.3740999400615692,0.29258057475090027,0.8350550532341003,
0.06125536933541298,1,199,,,,,,
0.044974833726882935,1,209,,,,,,
0.051817990839481354,1,219,,,,,,
0.056464783847332,1,229,,,,,,
0.07145167887210846,1,239,,,,,,
0.06999441236257553,1,249,,,,,,
0.037080105394124985,1,259,,,,,,
0.0618257150053978,1,269,,,,,,
0.04027927666902542,1,279,,,,,,
0.06756897270679474,1,289,,,,,,
0.053253237158060074,1,299,,,,,,
0.07805591076612473,1,309,,,,,,
0.05736992508172989,1,319,,,,,,
0.06368575990200043,1,329,,,,,,
0.061263054609298706,1,339,,,,,,
0.05305299162864685,1,349,,,,,,
0.06760722398757935,1,359,,,,,,
0.04507748782634735,1,369,,,,,,
0.09847423434257507,1,379,,,,,,
,1,379,0.11670901626348495,0.23822714388370514,0.39291930198669434,0.3125714957714081,0.8408797979354858,
0.052440762519836426,2,389,,,,,,
0.04193701222538948,2,399,,,,,,
0.04602605476975441,2,409,,,,,,
0.0517534464597702,2,419,,,,,,
0.06503275036811829,2,429,,,,,,
0.062200699001550674,2,439,,,,,,
0.03494354709982872,2,449,,,,,,
0.056256819516420364,2,459,,,,,,
0.035399243235588074,2,469,,,,,,
0.06169925630092621,2,479,,,,,,
0.048423729836940765,2,489,,,,,,
0.06946384906768799,2,499,,,,,,
0.04693254083395004,2,509,,,,,,
0.05819050967693329,2,519,,,,,,
0.05235479772090912,2,529,,,,,,
0.04714196175336838,2,539,,,,,,
0.05782740190625191,2,549,,,,,,
0.04095403105020523,2,559,,,,,,
0.1012815535068512,2,569,,,,,,
,2,569,0.11934361606836319,0.2603878080844879,0.40928080677986145,0.3323134779930115,0.8453302979469299,
0.04577738046646118,3,579,,,,,,
0.04082939028739929,3,589,,,,,,
0.04309643805027008,3,599,,,,,,
0.04721050336956978,3,609,,,,,,
0.058906637132167816,3,619,,,,,,
0.05440448969602585,3,629,,,,,,
0.03134937956929207,3,639,,,,,,
0.05011413246393204,3,649,,,,,,
0.0300059225410223,3,659,,,,,,
0.05511406064033508,3,669,,,,,,
0.04338068142533302,3,679,,,,,,
0.05822824314236641,3,689,,,,,,
0.04223580285906792,3,699,,,,,,
0.050023943185806274,3,709,,,,,,
0.042262885719537735,3,719,,,,,,
0.037683866918087006,3,729,,,,,,
0.04360822215676308,3,739,,,,,,
0.03714714199304581,3,749,,,,,,
0.0020569562911987305,3,759,,,,,,
,3,759,0.14577217400074005,0.2659279704093933,0.4135657548904419,0.3357809782028198,0.8470376133918762,
0.032880302518606186,4,769,,,,,,
0.037961170077323914,4,779,,,,,,
0.03885486721992493,4,789,,,,,,
0.03730109706521034,4,799,,,,,,
0.04489770531654358,4,809,,,,,,
0.04115650802850723,4,819,,,,,,
0.02787238359451294,4,829,,,,,,
0.03376631438732147,4,839,,,,,,
0.023012585937976837,4,849,,,,,,
0.035353273153305054,4,859,,,,,,
0.027632728219032288,4,869,,,,,,
0.03256808593869209,4,879,,,,,,
0.02692456729710102,4,889,,,,,,
0.04126133397221565,4,899,,,,,,
0.02145346812903881,4,909,,,,,,
0.014186453074216843,4,919,,,,,,
0.020273255184292793,4,929,,,,,,
0.02912428230047226,4,939,,,,,,
1.952052116394043e-05,4,949,,,,,,
,4,949,0.28676748275756836,0.2825484871864319,0.42436832189559937,0.35512587428092957,0.851489245891571,
,5,950,,,,,,0.28676748275756836
