train_loss,step,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_loss
1.7227675914764404,9,0,,,,,,,,,,
1.2279804944992065,19,0,,,,,,,,,,
0.8608015179634094,29,0,,,,,,,,,,
1.1406999826431274,39,0,,,,,,,,,,
,40,0,0.15697674453258514,0.6366069912910461,0.21922717988491058,0.24422314763069153,0.7748870849609375,,,,,
0.6797797083854675,49,1,,,,,,,,,,
0.5122740864753723,59,1,,,,,,,,,,
0.3649875223636627,69,1,,,,,,,,,,
0.37784332036972046,79,1,,,,,,,,,,
,81,1,0.2732558250427246,0.4422510862350464,0.3195357024669647,0.3520034849643707,0.8043115735054016,,,,,
0.3678291440010071,89,2,,,,,,,,,,
0.3890044391155243,99,2,,,,,,,,,,
0.28521671891212463,109,2,,,,,,,,,,
0.43415480852127075,119,2,,,,,,,,,,
,122,2,0.3488371968269348,0.3957648277282715,0.37386807799339294,0.4084782302379608,0.8288514614105225,,,,,
0.3631898760795593,129,3,,,,,,,,,,
0.3581811785697937,139,3,,,,,,,,,,
0.2602085769176483,149,3,,,,,,,,,,
0.1923537403345108,159,3,,,,,,,,,,
,163,3,0.3488371968269348,0.36809906363487244,0.3682084381580353,0.4109330177307129,0.8295555114746094,,,,,
0.5791187286376953,169,4,,,,,,,,,,
0.2544768750667572,179,4,,,,,,,,,,
0.22585517168045044,189,4,,,,,,,,,,
0.252147376537323,199,4,,,,,,,,,,
,204,4,0.3604651093482971,0.3510860502719879,0.38230201601982117,0.4248058795928955,0.8367661833763123,,,,,
,205,5,,,,,,0.3604651093482971,0.4248058795928955,0.38230201601982117,0.8367661833763123,0.3510860502719879
