epoch,train_loss,step,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em
0,1.3222953081130981,9,,,,,,,,,,
0,0.9973840117454529,19,,,,,,,,,,
0,0.8378393650054932,29,,,,,,,,,,
0,0.9792408347129822,39,,,,,,,,,,
0,0.6374943256378174,49,,,,,,,,,,
0,0.6247623562812805,59,,,,,,,,,,
0,,59,0.2557976543903351,0.20220588147640228,0.5857422351837158,0.28813832998275757,0.7984495162963867,,,,,
1,0.7770189046859741,69,,,,,,,,,,
1,0.5316752195358276,79,,,,,,,,,,
1,0.6445847153663635,89,,,,,,,,,,
1,0.5802216529846191,99,,,,,,,,,,
1,0.48764005303382874,109,,,,,,,,,,
1,0.6514320969581604,119,,,,,,,,,,
1,,119,0.296982079744339,0.24632352590560913,0.48749834299087524,0.323626309633255,0.8085866570472717,,,,,
2,0.5120953917503357,129,,,,,,,,,,
2,0.20730413496494293,139,,,,,,,,,,
2,0.3734600245952606,149,,,,,,,,,,
2,0.4267260432243347,159,,,,,,,,,,
2,0.5957748293876648,169,,,,,,,,,,
2,0.12929970026016235,179,,,,,,,,,,
2,,179,0.33973878622055054,0.3014705777168274,0.4164363443851471,0.37091463804244995,0.8198719024658203,,,,,
3,0.15280167758464813,189,,,,,,,,,,
3,0.18092457950115204,199,,,,,,,,,,
3,0.29463455080986023,209,,,,,,,,,,
3,0.484058141708374,219,,,,,,,,,,
3,0.4155111312866211,229,,,,,,,,,,
3,0.36548101902008057,239,,,,,,,,,,
3,,239,0.3686809837818146,0.31985294818878174,0.40717387199401855,0.39791545271873474,0.8280169367790222,,,,,
4,0.3086710572242737,249,,,,,,,,,,
4,0.3318731486797333,259,,,,,,,,,,
4,0.24664811789989471,269,,,,,,,,,,
4,0.28338444232940674,279,,,,,,,,,,
4,0.37835726141929626,289,,,,,,,,,,
4,0.3098938465118408,299,,,,,,,,,,
4,,299,0.4044349193572998,0.3529411852359772,0.37599730491638184,0.43242621421813965,0.8403626680374146,,,,,
5,,300,,,,,,0.8403626680374146,0.43242621421813965,0.4044349193572998,0.37599730491638184,0.3529411852359772
