train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_avg_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1
1.4945732355117798,0,9,,,,,,,,,,
1.0385080575942993,0,19,,,,,,,,,,
0.6640822887420654,0,29,,,,,,,,,,
2.5019614696502686,0,39,,,,,,,,,,
1.1041966676712036,0,49,,,,,,,,,,
,0,54,1.22504460811615,0.29552146792411804,0.07407407462596893,0.8039446473121643,0.39528587460517883,,,,,
0.6009160280227661,1,59,,,,,,,,,,
1.3958626985549927,1,69,,,,,,,,,,
3.0188279151916504,1,79,,,,,,,,,,
0.898693323135376,1,89,,,,,,,,,,
0.9447928667068481,1,99,,,,,,,,,,
0.8983314633369446,1,109,,,,,,,,,,
,1,109,1.1801683902740479,0.36906638741493225,0.11728394776582718,0.8312402367591858,0.49928978085517883,,,,,
1.3497052192687988,2,119,,,,,,,,,,
0.9440484642982483,2,129,,,,,,,,,,
1.1409971714019775,2,139,,,,,,,,,,
1.0883567333221436,2,149,,,,,,,,,,
1.1441786289215088,2,159,,,,,,,,,,
,2,164,1.158395528793335,0.37678709626197815,0.1419753134250641,0.8303157687187195,0.4964710474014282,,,,,
1.4591952562332153,3,169,,,,,,,,,,
0.9557417631149292,3,179,,,,,,,,,,
1.495892882347107,3,189,,,,,,,,,,
0.6318913698196411,3,199,,,,,,,,,,
1.5824891328811646,3,209,,,,,,,,,,
0.4557194709777832,3,219,,,,,,,,,,
,3,219,1.1430201530456543,0.40710538625717163,0.14814814925193787,0.8384745121002197,0.5113636255264282,,,,,
1.559677243232727,4,229,,,,,,,,,,
0.837872326374054,4,239,,,,,,,,,,
1.3240406513214111,4,249,,,,,,,,,,
0.6496235132217407,4,259,,,,,,,,,,
1.4908791780471802,4,269,,,,,,,,,,
,4,274,1.1223543882369995,0.3993227481842041,0.12962962687015533,0.8383493423461914,0.5129838585853577,,,,,
,5,275,,,,,,0.5129838585853577,1.1223543882369995,0.12962962687015533,0.8383493423461914,0.3993227481842041
