epoch,train_loss,step,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,1.0430127382278442,9,,,,,,
0,0.5574597716331482,19,,,,,,
0,0.5006821751594543,29,,,,,,
0,0.3844740390777588,39,,,,,,
0,0.5004656910896301,49,,,,,,
0,0.2343830168247223,59,,,,,,
0,0.3597222864627838,69,,,,,,
0,0.28180232644081116,79,,,,,,
0,,82,0.25764361023902893,0.27271798253059387,0.10236117243766785,0.7832967638969421,0.1913580298423767,
1,0.1243990957736969,89,,,,,,
1,0.2758898138999939,99,,,,,,
1,0.17781856656074524,109,,,,,,
1,0.15861620008945465,119,,,,,,
1,0.33504509925842285,129,,,,,,
1,0.26274797320365906,139,,,,,,
1,0.3229782283306122,149,,,,,,
1,0.2038402259349823,159,,,,,,
1,,165,0.32249915599823,0.3344856798648834,0.07044331729412079,0.7972891926765442,0.2777777910232544,
2,0.16884106397628784,169,,,,,,
2,0.11793210357427597,179,,,,,,
2,0.1543627679347992,189,,,,,,
2,0.1862136274576187,199,,,,,,
2,0.05617508664727211,209,,,,,,
2,0.07176148146390915,219,,,,,,
2,0.2094099223613739,229,,,,,,
2,0.15758870542049408,239,,,,,,
2,,248,0.3651537597179413,0.3601635694503784,0.0633474662899971,0.8133090138435364,0.3086419701576233,
3,0.1233639270067215,249,,,,,,
3,0.08372065424919128,259,,,,,,
3,0.08964993059635162,269,,,,,,
3,0.07086938619613647,279,,,,,,
3,0.07348604500293732,289,,,,,,
3,0.11430125683546066,299,,,,,,
3,0.0815655067563057,309,,,,,,
3,0.051332879811525345,319,,,,,,
3,0.08375922590494156,329,,,,,,
3,,331,0.4377545416355133,0.4232529103755951,0.06290879845619202,0.8374637365341187,0.37037035822868347,
4,0.037479467689991,339,,,,,,
4,0.11956749856472015,349,,,,,,
4,0.05163121595978737,359,,,,,,
4,0.03770869970321655,369,,,,,,
4,0.10408205538988113,379,,,,,,
4,0.0821591466665268,389,,,,,,
4,0.0643564984202385,399,,,,,,
4,0.06590812653303146,409,,,,,,
4,,414,0.44788432121276855,0.4271194636821747,0.06549247354269028,0.8402912020683289,0.37654322385787964,
5,,415,,,,,,0.06549247354269028
