train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_meteor,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_meteor,test_avg_qa_sas
3.076937675476074,0,9,,,,,,,,,,,,
2.885286331176758,0,19,,,,,,,,,,,,
1.9804699420928955,0,29,,,,,,,,,,,,
2.3532705307006836,0,39,,,,,,,,,,,,
,0,47,1.559680461883545,0.566473126411438,0.8898919224739075,0.3982684016227722,0.5708933472633362,0.5887206792831421,,,,,,
1.4947413206100464,1,49,,,,,,,,,,,,
1.5971097946166992,1,59,,,,,,,,,,,,
1.5886439085006714,1,69,,,,,,,,,,,,
2.32574462890625,1,79,,,,,,,,,,,,
1.436149001121521,1,89,,,,,,,,,,,,
,1,95,1.4111546277999878,0.6262004971504211,0.9137467741966248,0.48051947355270386,0.6484048962593079,0.6355631351470947,,,,,,
1.2834657430648804,2,99,,,,,,,,,,,,
1.0654710531234741,2,109,,,,,,,,,,,,
2.346008062362671,2,119,,,,,,,,,,,,
1.193112850189209,2,129,,,,,,,,,,,,
1.1960959434509277,2,139,,,,,,,,,,,,
,2,143,1.3317822217941284,0.6310784220695496,0.917576789855957,0.48917749524116516,0.6750103235244751,0.6517089605331421,,,,,,
0.8445286750793457,3,149,,,,,,,,,,,,
0.8977013826370239,3,159,,,,,,,,,,,,
1.057379126548767,3,169,,,,,,,,,,,,
1.0495879650115967,3,179,,,,,,,,,,,,
1.2476521730422974,3,189,,,,,,,,,,,,
,3,191,1.3071117401123047,0.6366544365882874,0.9159344434738159,0.5108225345611572,0.6760091781616211,0.6492024660110474,,,,,,
0.8143499493598938,4,199,,,,,,,,,,,,
0.7299630641937256,4,209,,,,,,,,,,,,
0.9125894904136658,4,219,,,,,,,,,,,,
1.0358933210372925,4,229,,,,,,,,,,,,
1.752800703048706,4,239,,,,,,,,,,,,
,4,239,1.290648102760315,0.6383034586906433,0.9161297678947449,0.5151515007019043,0.6789934039115906,0.6545735597610474,,,,,,
,5,240,,,,,,,1.290648102760315,0.6383034586906433,0.9161297678947449,0.5151515007019043,0.6789934039115906,0.6545735597610474
