em_testing,f1_score_testing,sas_testing,fold,gold_answers,model_answers
0.0,0.1599999964237213,0.12549632787704468,0,"0) In a microwave, melt butterscotch chips; cool for 10 minutes.",9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.
0.0,0.1111111119389534,0.47235578298568726,0,"1) In a mixing bowl, cream butter and sugars.","0) In a microwave, melt butterscotch chips; cool for 10 minutes."
0.0,0.0,0.11400184780359268,0,"2) Add egg, milk and vanilla; mix well.",3) Beat in melted chips.
0.0,0.0,0.13326267898082733,0,3) Beat in melted chips.,"2) Add egg, milk and vanilla; mix well."
0.0,0.11764705926179886,0.08904197067022324,0,5) Cover and refrigerate for 1 hour.,"0) In a microwave, melt butterscotch chips; cool for 10 minutes."
0.0,0.0,0.05849609524011612,0,"6) On a floured surface, roll out dough to 1/4-in. thickness.",5) Cover and refrigerate for 1 hour.
1.0,1.0,0.9707000255584717,0,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.
0.0,0.0,0.03743993118405342,0,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.,"0) In a microwave, melt butterscotch chips; cool for 10 minutes."
0.0,0.0,0.1385200321674347,0,8) Place 2 in. apart on greased baking sheets.,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.
1.0,1.0,0.9692531824111938,0,9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.,9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.
0.0,0.07692307978868484,0.06300391256809235,0,"11) For frosting, combine shortening, water, flour and vanilla in a mixing bowl; mix well.",10) Cool for 1 minute; remove to wire racks to cool completely.
0.0,0.0,0.1920643299818039,0,12) gradually beat in sugar.,"2) Add egg, milk and vanilla; mix well."
0.0,0.10000000149011612,0.1396474987268448,0,13) Place 1 cup frosting in a plastic bag; cut a small hole in corner of bag.,12) gradually beat in sugar.
1.0,1.0,0.9682244062423706,0,14) Pipe shirt and shorts on players.,14) Pipe shirt and shorts on players.
0.0,0.125,0.00908932276070118,0,15) Fill in outline and smooth with a metal spatula.,14) Pipe shirt and shorts on players.
0.0,0.12121212482452393,0.4121559262275696,0,16) Tint 1/4 cup frosting black; place in a plastic bag.,19) Tint remaining frosting to match team colors of your choice; pipe around shirts and shorts and add a letter on shirts if desired.
0.0,0.14814814925193787,0.37761199474334717,0,"17) Pipe lines on round cookies to create basketballs; pipe hair, eyes and noses on players.",18) Tint 1/4 cup frosting red; pipe a mouth on each player.
0.0,0.0,0.009261032566428185,0,18) Tint 1/4 cup frosting red; pipe a mouth on each player.,"0) In a microwave, melt butterscotch chips; cool for 10 minutes."
1.0,1.0,0.971540629863739,0,19) Tint remaining frosting to match team colors of your choice; pipe around shirts and shorts and add a letter on shirts if desired.,19) Tint remaining frosting to match team colors of your choice; pipe around shirts and shorts and add a letter on shirts if desired.
1.0,1.0,0.971540629863739,0,19) Tint remaining frosting to match team colors of your choice; pipe around shirts and shorts and add a letter on shirts if desired.,19) Tint remaining frosting to match team colors of your choice; pipe around shirts and shorts and add a letter on shirts if desired.
0.0,0.0625,0.35468152165412903,0,"0) In a plastic container, mix together cherry brandy, orange juice concentrate, lemonade concentrate, and cranberry juice.","2) To serve, scoop desired amount of frozen mixture into a glass, and fill with lemon-lime soda."
0.0,0.0625,0.35468152165412903,0,"0) In a plastic container, mix together cherry brandy, orange juice concentrate, lemonade concentrate, and cranberry juice.","2) To serve, scoop desired amount of frozen mixture into a glass, and fill with lemon-lime soda."
0.0,0.0,0.3819006383419037,0,1) Freeze overnight.,"2) To serve, scoop desired amount of frozen mixture into a glass, and fill with lemon-lime soda."
1.0,1.0,0.9728672504425049,0,"2) To serve, scoop desired amount of frozen mixture into a glass, and fill with lemon-lime soda.","2) To serve, scoop desired amount of frozen mixture into a glass, and fill with lemon-lime soda."
0.0,0.0,0.04657643288373947,0,"0) In a large mixing bowl, combine the first six ingredients.",7) Cool for 1 minute before removing to wire racks.
