train_loss,step,epoch,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em
2.1098954677581787,9,0,,,,,,,,,,
0.9153861999511719,19,0,,,,,,,,,,
0.6151226162910461,29,0,,,,,,,,,,
0.7103018760681152,39,0,,,,,,,,,,
0.8821951150894165,49,0,,,,,,,,,,
0.8257856965065002,59,0,,,,,,,,,,
,62,0,0.2583734691143036,0.4602898955345154,0.20614035427570343,0.3089063763618469,0.8038753867149353,,,,,
0.481048583984375,69,1,,,,,,,,,,
0.34908369183540344,79,1,,,,,,,,,,
0.449188768863678,89,1,,,,,,,,,,
0.4961071014404297,99,1,,,,,,,,,,
0.7187221646308899,109,1,,,,,,,,,,
0.33753111958503723,119,1,,,,,,,,,,
,125,1,0.3255741000175476,0.365078866481781,0.28070175647735596,0.3763057589530945,0.822246253490448,,,,,
0.3692706227302551,129,2,,,,,,,,,,
0.48700201511383057,139,2,,,,,,,,,,
0.41580432653427124,149,2,,,,,,,,,,
0.4958111047744751,159,2,,,,,,,,,,
0.31012865900993347,169,2,,,,,,,,,,
0.28821858763694763,179,2,,,,,,,,,,
,188,2,0.4010700583457947,0.3210844099521637,0.359649121761322,0.44674885272979736,0.8447026610374451,,,,,
0.5733436942100525,189,3,,,,,,,,,,
0.22793127596378326,199,3,,,,,,,,,,
0.3941281735897064,209,3,,,,,,,,,,
0.31646373867988586,219,3,,,,,,,,,,
0.33592748641967773,229,3,,,,,,,,,,
0.22575774788856506,239,3,,,,,,,,,,
0.35904616117477417,249,3,,,,,,,,,,
,251,3,0.41698771715164185,0.2858434021472931,0.390350878238678,0.4752384424209595,0.8484002947807312,,,,,
0.31354206800460815,259,4,,,,,,,,,,
0.34871646761894226,269,4,,,,,,,,,,
0.2500607967376709,279,4,,,,,,,,,,
0.27622684836387634,289,4,,,,,,,,,,
0.25205567479133606,299,4,,,,,,,,,,
0.22958141565322876,309,4,,,,,,,,,,
,314,4,0.46496719121932983,0.2795402705669403,0.41228070855140686,0.488013356924057,0.8606221675872803,,,,,
,315,5,,,,,,0.8606221675872803,0.488013356924057,0.46496719121932983,0.2795402705669403,0.41228070855140686
