train_loss,epoch,step,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_bert_score
1.4119102954864502,0,9,,,,,,,,,,
1.3337531089782715,0,19,,,,,,,,,,
0.7570099830627441,0,29,,,,,,,,,,
1.0440285205841064,0,39,,,,,,,,,,
0.6176429986953735,0,49,,,,,,,,,,
0.7876638174057007,0,59,,,,,,,,,,
,0,61,0.1906779706478119,0.5081931352615356,0.2764023542404175,0.7985131144523621,0.24806711077690125,,,,,
0.5165625214576721,1,69,,,,,,,,,,
0.6410946249961853,1,79,,,,,,,,,,
0.4743671715259552,1,89,,,,,,,,,,
0.6510770320892334,1,99,,,,,,,,,,
0.5064195394515991,1,109,,,,,,,,,,
0.46271803975105286,1,119,,,,,,,,,,
,1,123,0.2711864411830902,0.39588773250579834,0.34527587890625,0.8216238617897034,0.3184041380882263,,,,,
0.4007779657840729,2,129,,,,,,,,,,
0.37934955954551697,2,139,,,,,,,,,,
0.34183406829833984,2,149,,,,,,,,,,
0.38539832830429077,2,159,,,,,,,,,,
0.3747963011264801,2,169,,,,,,,,,,
0.3288877308368683,2,179,,,,,,,,,,
,2,185,0.3305084705352783,0.3439561426639557,0.3986506164073944,0.8378058075904846,0.3735339939594269,,,,,
0.2932247221469879,3,189,,,,,,,,,,
0.3125689923763275,3,199,,,,,,,,,,
0.24922487139701843,3,209,,,,,,,,,,
0.3314622640609741,3,219,,,,,,,,,,
0.2604251503944397,3,229,,,,,,,,,,
0.28067469596862793,3,239,,,,,,,,,,
,3,247,0.37288135290145874,0.3271608054637909,0.43732473254203796,0.8537837266921997,0.4130011796951294,,,,,
0.34134232997894287,4,249,,,,,,,,,,
0.3705609142780304,4,259,,,,,,,,,,
0.325836718082428,4,269,,,,,,,,,,
0.1816776990890503,4,279,,,,,,,,,,
0.23712193965911865,4,289,,,,,,,,,,
0.14738990366458893,4,299,,,,,,,,,,
0.3962179720401764,4,309,,,,,,,,,,
,4,309,0.3855932056903839,0.2918139100074768,0.4549296796321869,0.8565688729286194,0.42533043026924133,,,,,
,5,310,,,,,,0.4549296796321869,0.3855932056903839,0.2918139100074768,0.42533043026924133,0.8565688729286194
