train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
6.0079731941223145,0,9,,,,,,
3.9102277755737305,0,19,,,,,,
3.119835138320923,0,29,,,,,,
2.380476474761963,0,39,,,,,,
1.9580315351486206,0,49,,,,,,
1.5102590322494507,0,59,,,,,,
,0,64,0.9480926394462585,0.1978021264076233,0.7311020493507385,0.04385964944958687,0.21938009560108185,
0.9798383116722107,1,69,,,,,,
0.8717559576034546,1,79,,,,,,
0.49888452887535095,1,89,,,,,,
0.38863566517829895,1,99,,,,,,
0.2679513692855835,1,109,,,,,,
0.19236168265342712,1,119,,,,,,
0.17275750637054443,1,129,,,,,,
,1,129,0.13168741762638092,0.1391814649105072,0.7019610404968262,0.035087719559669495,0.16914090514183044,
0.06490648537874222,2,139,,,,,,
0.09552616626024246,2,149,,,,,,
0.1575130671262741,2,159,,,,,,
0.14464883506298065,2,169,,,,,,
0.04971744865179062,2,179,,,,,,
0.07438492029905319,2,189,,,,,,
,2,194,0.08443707972764969,0.14491693675518036,0.7027314305305481,0.035087719559669495,0.168613463640213,
0.04032857343554497,3,199,,,,,,
0.04561513662338257,3,209,,,,,,
0.02006884291768074,3,219,,,,,,
0.015281136147677898,3,229,,,,,,
0.016968561336398125,3,239,,,,,,
0.022056149318814278,3,249,,,,,,
0.00464630126953125,3,259,,,,,,
,3,259,0.07133544236421585,0.14491693675518036,0.7023332118988037,0.035087719559669495,0.16949473321437836,
0.012149511836469173,4,269,,,,,,
0.010481693781912327,4,279,,,,,,
0.020031267777085304,4,289,,,,,,
0.011486387811601162,4,299,,,,,,
0.0061469050124287605,4,309,,,,,,
0.013880033977329731,4,319,,,,,,
,4,324,0.07024725526571274,0.14247092604637146,0.7009825706481934,0.035087719559669495,0.1661355346441269,
,5,325,,,,,,0.9480926394462585
