epoch,train_loss,step,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_answer_f1
0,1.5158368349075317,9,,,,,,,,,,
0,0.9664590954780579,19,,,,,,,,,,
0,0.9749914407730103,29,,,,,,,,,,
0,0.7224520444869995,39,,,,,,,,,,
0,0.5213246941566467,49,,,,,,,,,,
0,0.4440649151802063,59,,,,,,,,,,
0,,62,0.21585902571678162,0.4748331606388092,0.7895078063011169,0.2703889310359955,0.2890693247318268,,,,,
1,0.5874210000038147,69,,,,,,,,,,
1,0.45742619037628174,79,,,,,,,,,,
1,0.4865509867668152,89,,,,,,,,,,
1,0.619147777557373,99,,,,,,,,,,
1,0.458476185798645,109,,,,,,,,,,
1,0.35248351097106934,119,,,,,,,,,,
1,,125,0.303964763879776,0.3850253224372864,0.8159006834030151,0.35539665818214417,0.3680570721626282,,,,,
2,0.4096939265727997,129,,,,,,,,,,
2,0.3413512706756592,139,,,,,,,,,,
2,0.6136974096298218,149,,,,,,,,,,
2,0.3770347535610199,159,,,,,,,,,,
2,0.36790549755096436,169,,,,,,,,,,
2,0.25705021619796753,179,,,,,,,,,,
2,,188,0.3259911835193634,0.3470078110694885,0.8329067230224609,0.39392757415771484,0.39041319489479065,,,,,
3,0.36491310596466064,189,,,,,,,,,,
3,0.4331471621990204,199,,,,,,,,,,
3,0.4112286865711212,209,,,,,,,,,,
3,0.39067161083221436,219,,,,,,,,,,
3,0.3174487352371216,229,,,,,,,,,,
3,0.4759801924228668,239,,,,,,,,,,
3,0.4131525158882141,249,,,,,,,,,,
3,,251,0.28634360432624817,0.3427802622318268,0.8219674825668335,0.3526371121406555,0.37171387672424316,,,,,
4,0.349666953086853,259,,,,,,,,,,
4,0.26305586099624634,269,,,,,,,,,,
4,0.309329092502594,279,,,,,,,,,,
4,0.3428540527820587,289,,,,,,,,,,
4,0.4243915379047394,299,,,,,,,,,,
4,0.49946320056915283,309,,,,,,,,,,
4,,314,0.3348017632961273,0.3243213891983032,0.8364439010620117,0.4028923809528351,0.40812307596206665,,,,,
5,,315,,,,,,0.4028923809528351,0.8364439010620117,0.3348017632961273,0.3243213891983032,0.40812307596206665
