train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
0.6203867197036743,0,9,,,,,,
0.43821045756340027,0,19,,,,,,
0.3743453919887543,0,29,,,,,,
0.3417316973209381,0,39,,,,,,
0.2362176924943924,0,49,,,,,,
0.2790239453315735,0,59,,,,,,
,0,64,0.08340674638748169,0.30850666761398315,0.8214749693870544,0.21052631735801697,0.2648502290248871,
0.24908393621444702,1,69,,,,,,
0.37441229820251465,1,79,,,,,,
0.21276691555976868,1,89,,,,,,
0.37424370646476746,1,99,,,,,,
0.14444437623023987,1,109,,,,,,
0.3498494029045105,1,119,,,,,,
1.244587779045105,1,129,,,,,,
,1,129,0.05988295003771782,0.30460110306739807,0.8184702396392822,0.19298245012760162,0.2552051246166229,
0.10178252309560776,2,139,,,,,,
0.19488172233104706,2,149,,,,,,
0.15456348657608032,2,159,,,,,,
0.056604016572237015,2,169,,,,,,
0.1809876412153244,2,179,,,,,,
0.16533127427101135,2,189,,,,,,
,2,194,0.0541238859295845,0.32480597496032715,0.8231788277626038,0.22807016968727112,0.272750586271286,
0.07282102108001709,3,199,,,,,,
0.13957847654819489,3,209,,,,,,
0.08418716490268707,3,219,,,,,,
0.11532986164093018,3,229,,,,,,
0.07809951156377792,3,239,,,,,,
0.13259577751159668,3,249,,,,,,
1.371779203414917,3,259,,,,,,
,3,259,0.05565217509865761,0.3423042595386505,0.8306912183761597,0.2368421107530594,0.288465678691864,
0.04378831759095192,4,269,,,,,,
0.08552825450897217,4,279,,,,,,
0.06563512980937958,4,289,,,,,,
0.050248559564352036,4,299,,,,,,
0.0927606001496315,4,309,,,,,,
0.08696207404136658,4,319,,,,,,
,4,324,0.06009099259972572,0.31860360503196716,0.8238476514816284,0.21929824352264404,0.27745991945266724,
,5,325,,,,,,0.05565217509865761
