train_loss,epoch,step,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
0.8300849199295044,0,9,,,,,,
0.2856738865375519,0,19,,,,,,
0.41920188069343567,0,29,,,,,,
0.5204054713249207,0,39,,,,,,
0.2968818247318268,0,49,,,,,,
0.41431403160095215,0,59,,,,,,
0.38004419207572937,0,69,,,,,,
0.21208660304546356,0,79,,,,,,
0.26543989777565,0,89,,,,,,
0.28618255257606506,0,99,,,,,,
0.17866109311580658,0,109,,,,,,
0.15098856389522552,0,119,,,,,,
,0,120,0.3814811408519745,0.29343628883361816,0.8321272730827332,0.06936226785182953,0.36736059188842773,
0.231521874666214,1,129,,,,,,
0.19398631155490875,1,139,,,,,,
0.22865046560764313,1,149,,,,,,
0.1205139085650444,1,159,,,,,,
0.23172597587108612,1,169,,,,,,
0.23725111782550812,1,179,,,,,,
0.2037418931722641,1,189,,,,,,
0.19692136347293854,1,199,,,,,,
0.22024282813072205,1,209,,,,,,
0.21093682944774628,1,219,,,,,,
0.23454910516738892,1,229,,,,,,
0.15112164616584778,1,239,,,,,,
,1,241,0.4289724826812744,0.35907337069511414,0.8487115502357483,0.053262002766132355,0.4123486876487732,
0.11338066309690475,2,249,,,,,,
0.1131976842880249,2,259,,,,,,
0.10651730746030807,2,269,,,,,,
0.05245698615908623,2,279,,,,,,
0.07566948235034943,2,289,,,,,,
0.14670759439468384,2,299,,,,,,
0.09288256615400314,2,309,,,,,,
0.10917516052722931,2,319,,,,,,
0.11289949715137482,2,329,,,,,,
0.13079917430877686,2,339,,,,,,
0.04774179682135582,2,349,,,,,,
0.06263680011034012,2,359,,,,,,
,2,362,0.5095365047454834,0.43629342317581177,0.8683862090110779,0.052176326513290405,0.4828554689884186,
0.08556496351957321,3,369,,,,,,
0.068414106965065,3,379,,,,,,
0.10946819931268692,3,389,,,,,,
0.07580672949552536,3,399,,,,,,
0.08609995990991592,3,409,,,,,,
0.04603871703147888,3,419,,,,,,
0.1544538140296936,3,429,,,,,,
0.04471023380756378,3,439,,,,,,
0.029622774571180344,3,449,,,,,,
0.0234247874468565,3,459,,,,,,
0.08594103157520294,3,469,,,,,,
0.058033719658851624,3,479,,,,,,
,3,483,0.5312206745147705,0.4671814739704132,0.8739413022994995,0.05717102065682411,0.5057559013366699,
0.08375509828329086,4,489,,,,,,
0.018921248614788055,4,499,,,,,,
0.016405509784817696,4,509,,,,,,
0.03745362162590027,4,519,,,,,,
0.052494876086711884,4,529,,,,,,
0.027141261845827103,4,539,,,,,,
0.0556783452630043,4,549,,,,,,
0.027271410450339317,4,559,,,,,,
0.040236108005046844,4,569,,,,,,
0.0313347652554512,4,579,,,,,,
0.020404167473316193,4,589,,,,,,
0.025039928033947945,4,599,,,,,,
,4,604,0.5366647839546204,0.4749034643173218,0.8742567896842957,0.06488557159900665,0.5104813575744629,
,5,605,,,,,,0.06488557159900665
