train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
1.3888963460922241,0,9,,,,,,,,,,
0.882187008857727,0,19,,,,,,,,,,
0.8085229992866516,0,29,,,,,,,,,,
,0,30,0.5591081380844116,0.20666146278381348,0.8023380637168884,0.09701492637395859,0.1813151091337204,,,,,
0.9221382141113281,1,39,,,,,,,,,,
0.6008768081665039,1,49,,,,,,,,,,
0.5019075870513916,1,59,,,,,,,,,,
,1,61,0.4405774176120758,0.24577610194683075,0.8101953268051147,0.14179104566574097,0.2226698100566864,,,,,
0.5289439558982849,2,69,,,,,,,,,,
0.5120397806167603,2,79,,,,,,,,,,
0.3225526511669159,2,89,,,,,,,,,,
,2,92,0.3907485008239746,0.3167994022369385,0.8335583209991455,0.18656715750694275,0.28253173828125,,,,,
0.5201790928840637,3,99,,,,,,,,,,
0.3284856379032135,3,109,,,,,,,,,,
0.3639519512653351,3,119,,,,,,,,,,
,3,123,0.3992352783679962,0.29519253969192505,0.832728922367096,0.15671642124652863,0.2650350034236908,,,,,
0.43232041597366333,4,129,,,,,,,,,,
0.3784503936767578,4,139,,,,,,,,,,
0.3411245048046112,4,149,,,,,,,,,,
,4,154,0.3753545582294464,0.36622777581214905,0.8394877910614014,0.2537313401699066,0.3343099057674408,,,,,
,5,155,,,,,,0.3753545582294464,0.36622777581214905,0.8394877910614014,0.2537313401699066,0.3343099057674408
