step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss
9,1.227856993675232,0,,,,,,
19,0.5601130127906799,0,,,,,,
29,0.3655673563480377,0,,,,,,
39,0.4893222153186798,0,,,,,,
49,0.35602617263793945,0,,,,,,
59,0.31072044372558594,0,,,,,,
69,0.4235244691371918,0,,,,,,
79,0.2797180116176605,0,,,,,,
82,,0,0.7846646308898926,0.0969332605600357,0.261945903301239,0.17901234328746796,0.2428249716758728,
89,0.2474704533815384,1,,,,,,
99,0.27224835753440857,1,,,,,,
109,0.22876591980457306,1,,,,,,
119,0.24408093094825745,1,,,,,,
129,0.2610265910625458,1,,,,,,
139,0.25201740860939026,1,,,,,,
149,0.2685781419277191,1,,,,,,
159,0.19681859016418457,1,,,,,,
165,,1,0.8020294308662415,0.07347142696380615,0.31801098585128784,0.2530864179134369,0.3115829527378082,
169,0.1975935399532318,2,,,,,,
179,0.1363672912120819,2,,,,,,
189,0.1659327894449234,2,,,,,,
199,0.15442851185798645,2,,,,,,
209,0.11977862566709518,2,,,,,,
219,0.08213935047388077,2,,,,,,
229,0.2571701109409332,2,,,,,,
239,0.1737961620092392,2,,,,,,
248,,2,0.7943969368934631,0.06904985755681992,0.2863524556159973,0.24074074625968933,0.2935692071914673,
249,0.1499931365251541,3,,,,,,
259,0.07424096018075943,3,,,,,,
269,0.19603264331817627,3,,,,,,
279,0.06867322325706482,3,,,,,,
289,0.05971524119377136,3,,,,,,
299,0.13990046083927155,3,,,,,,
309,0.06427378952503204,3,,,,,,
319,0.05815718695521355,3,,,,,,
329,0.09474088996648788,3,,,,,,
331,,3,0.801285445690155,0.06827103346586227,0.31601035594940186,0.26543208956718445,0.3147646486759186,
339,0.05821850895881653,4,,,,,,
349,0.10441235452890396,4,,,,,,
359,0.10787312686443329,4,,,,,,
369,0.03903515636920929,4,,,,,,
379,0.14872881770133972,4,,,,,,
389,0.12989404797554016,4,,,,,,
399,0.05455751717090607,4,,,,,,
409,0.06299242377281189,4,,,,,,
414,,4,0.8186946511268616,0.07050274312496185,0.37117400765419006,0.327160507440567,0.3780948221683502,
415,,5,,,,,,0.07050274312496185
