epoch,train_loss,step,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss
0,2.009765148162842,9,,,,,,,,,,
0,1.2644308805465698,19,,,,,,,,,,
0,0.7463822364807129,29,,,,,,,,,,
0,1.9199473857879639,39,,,,,,,,,,
0,1.998329758644104,49,,,,,,,,,,
0,,50,0.8410261273384094,0.49173882603645325,0.5412923097610474,0.291304349899292,1.860421061515808,,,,,
1,1.3425004482269287,59,,,,,,,,,,
1,1.4282742738723755,69,,,,,,,,,,
1,1.233601450920105,79,,,,,,,,,,
1,1.1784330606460571,89,,,,,,,,,,
1,1.1389793157577515,99,,,,,,,,,,
1,,101,0.8533244729042053,0.5229482054710388,0.5631021857261658,0.3391304314136505,1.6647496223449707,,,,,
2,1.3661012649536133,109,,,,,,,,,,
2,0.7609345316886902,119,,,,,,,,,,
2,1.1764792203903198,129,,,,,,,,,,
2,1.2859736680984497,139,,,,,,,,,,
2,1.1613112688064575,149,,,,,,,,,,
2,,152,0.8693602085113525,0.5676655173301697,0.6045898199081421,0.4000000059604645,1.5853232145309448,,,,,
3,1.2637245655059814,159,,,,,,,,,,
3,0.941222071647644,169,,,,,,,,,,
3,0.9522146582603455,179,,,,,,,,,,
3,1.1235837936401367,189,,,,,,,,,,
3,0.9053241610527039,199,,,,,,,,,,
3,,203,0.8703749775886536,0.5726072192192078,0.60595703125,0.395652174949646,1.5459017753601074,,,,,
4,1.0747259855270386,209,,,,,,,,,,
4,0.9270599484443665,219,,,,,,,,,,
4,1.1421116590499878,229,,,,,,,,,,
4,1.283384919166565,239,,,,,,,,,,
4,0.9209011197090149,249,,,,,,,,,,
4,,254,0.8619359135627747,0.5579140186309814,0.5822916626930237,0.395652174949646,1.5395050048828125,,,,,
5,,255,,,,,,0.395652174949646,0.8619359135627747,0.5579140186309814,0.5822916626930237,1.5395050048828125
