epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1
0,9,2.9085776805877686,,,,,,,,,,
0,19,1.7139806747436523,,,,,,,,,,
0,29,1.0027356147766113,,,,,,,,,,
0,39,1.4541300535202026,,,,,,,,,,
0,49,1.9234755039215088,,,,,,,,,,
0,49,,0.6197936534881592,0.5936115980148315,0.8778505921363831,1.681134581565857,0.4065040647983551,,,,,
1,59,1.353161334991455,,,,,,,,,,
1,69,1.0685406923294067,,,,,,,,,,
1,79,1.437820315361023,,,,,,,,,,
1,89,1.8704657554626465,,,,,,,,,,
1,99,2.0773282051086426,,,,,,,,,,
1,99,,0.6414061784744263,0.619744598865509,0.8863252401351929,1.5547573566436768,0.45528456568717957,,,,,
2,109,1.521954894065857,,,,,,,,,,
2,119,1.335672378540039,,,,,,,,,,
2,129,0.7261795401573181,,,,,,,,,,
2,139,0.8447381258010864,,,,,,,,,,
2,149,0.8840184211730957,,,,,,,,,,
2,149,,0.6544951796531677,0.6321622729301453,0.8899996280670166,1.513716697692871,0.4593496024608612,,,,,
3,159,1.828924298286438,,,,,,,,,,
3,169,1.1386361122131348,,,,,,,,,,
3,179,1.2111258506774902,,,,,,,,,,
3,189,1.3192073106765747,,,,,,,,,,
3,199,2.024902582168579,,,,,,,,,,
3,199,,0.6522690057754517,0.6269021034240723,0.8887417316436768,1.4774800539016724,0.46341463923454285,,,,,
4,209,0.9183117747306824,,,,,,,,,,
4,219,1.5465600490570068,,,,,,,,,,
4,229,1.235629677772522,,,,,,,,,,
4,239,0.9891418814659119,,,,,,,,,,
4,249,0.940580427646637,,,,,,,,,,
4,249,,0.6571898460388184,0.6299799084663391,0.8894973993301392,1.4724054336547852,0.4796747863292694,,,,,
5,250,,,,,,,0.4796747863292694,0.6571898460388184,0.8894973993301392,1.4724054336547852,0.6299799084663391
