step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_loss
9,1.221843957901001,0,,,,,,
19,0.7939273715019226,0,,,,,,
29,0.817990243434906,0,,,,,,
39,0.5440243482589722,0,,,,,,
49,0.49932315945625305,0,,,,,,
59,0.28000497817993164,0,,,,,,
69,0.30847132205963135,0,,,,,,
79,0.34834980964660645,0,,,,,,
81,,0,0.2383720874786377,0.10442329943180084,0.3338196277618408,0.801828920841217,0.32839450240135193,
89,0.24301689863204956,1,,,,,,
99,0.2728041112422943,1,,,,,,
109,0.2533271014690399,1,,,,,,
119,0.35292643308639526,1,,,,,,
129,0.24674931168556213,1,,,,,,
139,0.15257686376571655,1,,,,,,
149,0.1583026796579361,1,,,,,,
159,0.2720545828342438,1,,,,,,
163,,1,0.3139534890651703,0.08764828741550446,0.3718586266040802,0.8199450969696045,0.40944162011146545,
169,0.10527021437883377,2,,,,,,
179,0.20788456499576569,2,,,,,,
189,0.16791950166225433,2,,,,,,
199,0.10162979364395142,2,,,,,,
209,0.11694960296154022,2,,,,,,
219,0.14256258308887482,2,,,,,,
229,0.15737539529800415,2,,,,,,
239,0.21401122212409973,2,,,,,,
245,,2,0.36627906560897827,0.07915685325860977,0.4154529869556427,0.834625780582428,0.45097142457962036,
249,0.0733611136674881,3,,,,,,
259,0.0822720155119896,3,,,,,,
269,0.12845265865325928,3,,,,,,
279,0.11747178435325623,3,,,,,,
289,0.14047297835350037,3,,,,,,
299,0.1020926982164383,3,,,,,,
309,0.06661376357078552,3,,,,,,
319,0.08406984806060791,3,,,,,,
327,,3,0.4127906858921051,0.08118511736392975,0.4514980614185333,0.8418304920196533,0.4900186359882355,
329,0.039852291345596313,4,,,,,,
339,0.0816759392619133,4,,,,,,
349,0.08588895201683044,4,,,,,,
359,0.06730406731367111,4,,,,,,
369,0.09342937916517258,4,,,,,,
379,0.06592713296413422,4,,,,,,
389,0.04513618350028992,4,,,,,,
399,0.09653138369321823,4,,,,,,
409,0.029034575447440147,4,,,,,,
409,,4,0.4244185984134674,0.08626288920640945,0.45783552527427673,0.8456642031669617,0.5003556609153748,
410,,5,,,,,,0.08626288920640945
