train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score
3.2246179580688477,9,0,,,,,,,,,,
2.2704529762268066,19,0,,,,,,,,,,
2.264160633087158,29,0,,,,,,,,,,
2.223522901535034,39,0,,,,,,,,,,
1.2272121906280518,49,0,,,,,,,,,,
,51,0,0.7609876990318298,0.2862080931663513,0.12831857800483704,1.8259999752044678,0.24451810121536255,,,,,
2.001556873321533,59,1,,,,,,,,,,
1.9794032573699951,69,1,,,,,,,,,,
1.3312735557556152,79,1,,,,,,,,,,
1.7338473796844482,89,1,,,,,,,,,,
1.6062284708023071,99,1,,,,,,,,,,
,103,1,0.8058030605316162,0.4043314754962921,0.22566372156143188,1.5013381242752075,0.3848232924938202,,,,,
2.0951521396636963,109,2,,,,,,,,,,
1.2152111530303955,119,2,,,,,,,,,,
1.1890140771865845,129,2,,,,,,,,,,
1.7328331470489502,139,2,,,,,,,,,,
1.0818384885787964,149,2,,,,,,,,,,
,155,2,0.836708128452301,0.4957621395587921,0.3185840845108032,1.3437776565551758,0.4794919192790985,,,,,
1.657522439956665,159,3,,,,,,,,,,
1.5146790742874146,169,3,,,,,,,,,,
0.8127187490463257,179,3,,,,,,,,,,
0.6317692399024963,189,3,,,,,,,,,,
1.3649519681930542,199,3,,,,,,,,,,
,207,3,0.8492041230201721,0.5350199341773987,0.3495575189590454,1.244101881980896,0.5109763145446777,,,,,
1.3725287914276123,209,4,,,,,,,,,,
1.1106513738632202,219,4,,,,,,,,,,
1.898781180381775,229,4,,,,,,,,,,
0.738359808921814,239,4,,,,,,,,,,
0.4158048629760742,249,4,,,,,,,,,,
2.5100362300872803,259,4,,,,,,,,,,
,259,4,0.8579050898551941,0.5702474117279053,0.37168142199516296,1.2319598197937012,0.5395630598068237,,,,,
,260,5,,,,,,0.5702474117279053,0.5395630598068237,1.2319598197937012,0.37168142199516296,0.8579050898551941
