train_loss,epoch,step,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_bert_score
1.8455777168273926,0,9,,,,,,,,,,
1.0337752103805542,0,19,,,,,,,,,,
1.0313345193862915,0,29,,,,,,,,,,
0.7297571897506714,0,39,,,,,,,,,,
0.5199459791183472,0,49,,,,,,,,,,
0.6443053483963013,0,59,,,,,,,,,,
,0,60,0.2277992218732834,0.4549538791179657,0.3268018960952759,0.8193293213844299,0.2848631739616394,,,,,
0.5480258464813232,1,69,,,,,,,,,,
0.5336424112319946,1,79,,,,,,,,,,
0.4583803415298462,1,89,,,,,,,,,,
0.5218511819839478,1,99,,,,,,,,,,
0.559316098690033,1,109,,,,,,,,,,
0.4440714418888092,1,119,,,,,,,,,,
,1,121,0.3050193190574646,0.36489686369895935,0.39128196239471436,0.8376093506813049,0.36166372895240784,,,,,
0.35556480288505554,2,129,,,,,,,,,,
0.4147951304912567,2,139,,,,,,,,,,
0.35805922746658325,2,149,,,,,,,,,,
0.3932768702507019,2,159,,,,,,,,,,
0.2744893729686737,2,169,,,,,,,,,,
0.4994194209575653,2,179,,,,,,,,,,
,2,182,0.33590734004974365,0.3320566415786743,0.41610226035118103,0.8432932496070862,0.39016005396842957,,,,,
0.5447487831115723,3,189,,,,,,,,,,
0.27908506989479065,3,199,,,,,,,,,,
0.3359188139438629,3,209,,,,,,,,,,
0.38249897956848145,3,219,,,,,,,,,,
0.515400230884552,3,229,,,,,,,,,,
0.2666964530944824,3,239,,,,,,,,,,
,3,243,0.35521236062049866,0.30930882692337036,0.4399254620075226,0.8559020757675171,0.41795769333839417,,,,,
0.3065658211708069,4,249,,,,,,,,,,
0.2117941826581955,4,259,,,,,,,,,,
0.36960989236831665,4,269,,,,,,,,,,
0.2367631047964096,4,279,,,,,,,,,,
0.2707904875278473,4,289,,,,,,,,,,
0.19538547098636627,4,299,,,,,,,,,,
,4,304,0.39382240176200867,0.27877894043922424,0.47272443771362305,0.8657511472702026,0.4365678131580353,,,,,
,5,305,,,,,,0.47272443771362305,0.39382240176200867,0.27877894043922424,0.4365678131580353,0.8657511472702026
