train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,test_avg_qa_em,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas
1.3112660646438599,9,0,,,,,,,,,,
0.9729800224304199,19,0,,,,,,,,,,
0.5856249928474426,29,0,,,,,,,,,,
3.00136661529541,39,0,,,,,,,,,,
1.5032302141189575,49,0,,,,,,,,,,
,54,0,0.5164461731910706,0.8370590806007385,1.1019291877746582,0.3793697953224182,0.08641975373029709,,,,,
0.3541315197944641,59,1,,,,,,,,,,
1.2206308841705322,69,1,,,,,,,,,,
2.9590792655944824,79,1,,,,,,,,,,
0.8922945261001587,89,1,,,,,,,,,,
1.2201523780822754,99,1,,,,,,,,,,
0.6184793710708618,109,1,,,,,,,,,,
,109,1,0.5507146716117859,0.8513097763061523,1.0757752656936646,0.4375641942024231,0.14814814925193787,,,,,
1.5909268856048584,119,2,,,,,,,,,,
0.732017993927002,129,2,,,,,,,,,,
1.2435346841812134,139,2,,,,,,,,,,
1.210423469543457,149,2,,,,,,,,,,
0.9288536906242371,159,2,,,,,,,,,,
,164,2,0.5612571239471436,0.8591524362564087,1.0484639406204224,0.46290069818496704,0.15432098507881165,,,,,
1.3367860317230225,169,3,,,,,,,,,,
1.06199312210083,179,3,,,,,,,,,,
0.8666613101959229,189,3,,,,,,,,,,
0.664199709892273,199,3,,,,,,,,,,
1.554948091506958,209,3,,,,,,,,,,
1.207187294960022,219,3,,,,,,,,,,
,219,3,0.559326171875,0.8559240102767944,1.0369443893432617,0.45194676518440247,0.14814814925193787,,,,,
1.7076610326766968,229,4,,,,,,,,,,
0.623764157295227,239,4,,,,,,,,,,
0.9994322061538696,249,4,,,,,,,,,,
0.9391899108886719,259,4,,,,,,,,,,
1.2228244543075562,269,4,,,,,,,,,,
,274,4,0.5649858117103577,0.8564096689224243,1.0249110460281372,0.4589441418647766,0.1666666716337204,,,,,
,275,5,,,,,,0.1666666716337204,0.4589441418647766,1.0249110460281372,0.8564096689224243,0.5649858117103577
