train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
2.1273748874664307,9,0,,,,,,,,,,
1.8075686693191528,19,0,,,,,,,,,,
2.214001417160034,29,0,,,,,,,,,,
1.453784465789795,39,0,,,,,,,,,,
1.2176498174667358,49,0,,,,,,,,,,
,51,0,0.3008849620819092,0.4845816493034363,1.5163995027542114,0.8428994417190552,0.5362955927848816,,,,,
1.5387765169143677,59,1,,,,,,,,,,
1.8849809169769287,69,1,,,,,,,,,,
1.2833492755889893,79,1,,,,,,,,,,
1.2641613483428955,89,1,,,,,,,,,,
1.480760097503662,99,1,,,,,,,,,,
,103,1,0.36283186078071594,0.5198493003845215,1.3590704202651978,0.8535740375518799,0.5577474236488342,,,,,
1.872196912765503,109,2,,,,,,,,,,
1.5026367902755737,119,2,,,,,,,,,,
0.8763328790664673,129,2,,,,,,,,,,
1.7377583980560303,139,2,,,,,,,,,,
0.8978714942932129,149,2,,,,,,,,,,
,155,2,0.37168142199516296,0.5233892202377319,1.2955050468444824,0.8627809882164001,0.5659016966819763,,,,,
1.8214622735977173,159,3,,,,,,,,,,
1.3127086162567139,169,3,,,,,,,,,,
0.7333152294158936,179,3,,,,,,,,,,
0.5569906830787659,189,3,,,,,,,,,,
0.773222029209137,199,3,,,,,,,,,,
,207,3,0.3849557638168335,0.524781346321106,1.2523969411849976,0.8661905527114868,0.5503906011581421,,,,,
1.1867668628692627,209,4,,,,,,,,,,
0.7429952025413513,219,4,,,,,,,,,,
1.7961065769195557,229,4,,,,,,,,,,
0.8996054530143738,239,4,,,,,,,,,,
0.5232334136962891,249,4,,,,,,,,,,
1.827873706817627,259,4,,,,,,,,,,
,259,4,0.39380529522895813,0.524570643901825,1.2443572282791138,0.8632411360740662,0.5443685054779053,,,,,
,260,5,,,,,,0.8632411360740662,1.2443572282791138,0.524570643901825,0.5443685054779053,0.39380529522895813
