train_loss,epoch,step,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score,test_loss
0.8974023461341858,0,9,,,,,,,,,,
2.891547203063965,0,19,,,,,,,,,,
1.3403005599975586,0,29,,,,,,,,,,
1.0408381223678589,0,39,,,,,,,,,,
1.3878344297409058,0,49,,,,,,,,,,
,0,49,0.8291844129562378,0.3870883285999298,1.4490348100662231,0.1458333283662796,0.4664469361305237,,,,,
0.5790631175041199,1,59,,,,,,,,,,
0.8739632368087769,1,69,,,,,,,,,,
1.7951713800430298,1,79,,,,,,,,,,
0.7820799946784973,1,89,,,,,,,,,,
0.5385034680366516,1,99,,,,,,,,,,
,1,99,0.8290367722511292,0.3802655339241028,1.3863756656646729,0.11249999701976776,0.4697021543979645,,,,,
0.41104456782341003,2,109,,,,,,,,,,
0.8412141799926758,2,119,,,,,,,,,,
0.2696574926376343,2,129,,,,,,,,,,
1.5636892318725586,2,139,,,,,,,,,,
1.0031174421310425,2,149,,,,,,,,,,
,2,149,0.8325999975204468,0.392029732465744,1.35586416721344,0.12083332985639572,0.48299968242645264,,,,,
0.7823336720466614,3,159,,,,,,,,,,
0.5474416613578796,3,169,,,,,,,,,,
0.8333263397216797,3,179,,,,,,,,,,
1.0048750638961792,3,189,,,,,,,,,,
0.5845228433609009,3,199,,,,,,,,,,
,3,199,0.8317458033561707,0.3936011493206024,1.3345425128936768,0.09583333134651184,0.4839843809604645,,,,,
1.1433801651000977,4,209,,,,,,,,,,
0.5648062825202942,4,219,,,,,,,,,,
0.7024908661842346,4,229,,,,,,,,,,
0.791583776473999,4,239,,,,,,,,,,
0.6368101835250854,4,249,,,,,,,,,,
,4,249,0.8377697467803955,0.41141101717948914,1.3243484497070312,0.12083332985639572,0.4996500611305237,,,,,
,5,250,,,,,,0.4996500611305237,0.41141101717948914,0.12083332985639572,0.8377697467803955,1.3243484497070312
