train_loss,epoch,step,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1
2.6340529918670654,0,9,,,,,,,,,,
2.592991590499878,0,19,,,,,,,,,,
2.00080943107605,0,29,,,,,,,,,,
1.7540069818496704,0,39,,,,,,,,,,
,0,48,0.09049773961305618,0.16065944731235504,0.7257405519485474,0.1989070326089859,2.1820337772369385,,,,,
3.163496971130371,1,49,,,,,,,,,,
1.8440709114074707,1,59,,,,,,,,,,
1.816521406173706,1,69,,,,,,,,,,
1.9428280591964722,1,79,,,,,,,,,,
1.3727201223373413,1,89,,,,,,,,,,
,1,97,0.20361991226673126,0.31834840774536133,0.7910453677177429,0.36798095703125,1.872647762298584,,,,,
2.113333225250244,2,99,,,,,,,,,,
1.2021746635437012,2,109,,,,,,,,,,
2.036482095718384,2,119,,,,,,,,,,
0.8864832520484924,2,129,,,,,,,,,,
1.2402945756912231,2,139,,,,,,,,,,
,2,146,0.24434389173984528,0.38274186849594116,0.8241065144538879,0.4336373507976532,1.699601173400879,,,,,
0.8239087462425232,3,149,,,,,,,,,,
1.5048450231552124,3,159,,,,,,,,,,
1.188164234161377,3,169,,,,,,,,,,
1.1959948539733887,3,179,,,,,,,,,,
1.6210469007492065,3,189,,,,,,,,,,
,3,195,0.2760181128978729,0.4045366942882538,0.835157573223114,0.45147705078125,1.6091474294662476,,,,,
1.1316351890563965,4,199,,,,,,,,,,
1.1721107959747314,4,209,,,,,,,,,,
2.2058448791503906,4,219,,,,,,,,,,
1.4462844133377075,4,229,,,,,,,,,,
0.6816486120223999,4,239,,,,,,,,,,
,4,244,0.3076923191547394,0.43741753697395325,0.8475971817970276,0.4819248616695404,1.552923321723938,,,,,
,5,245,,,,,,0.3076923191547394,0.4819248616695404,0.8475971817970276,1.552923321723938,0.43741753697395325
