train_loss,step,epoch,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1
1.6255428791046143,9,0,,,,,,,,,,
1.2053158283233643,19,0,,,,,,,,,,
0.8371922969818115,29,0,,,,,,,,,,
2.021963357925415,39,0,,,,,,,,,,
1.965600848197937,49,0,,,,,,,,,,
,50,0,0.5756673216819763,1.7520790100097656,0.8548257946968079,0.5359328985214233,0.32608696818351746,,,,,
1.436963677406311,59,1,,,,,,,,,,
1.4885261058807373,69,1,,,,,,,,,,
1.3530335426330566,79,1,,,,,,,,,,
1.0478650331497192,89,1,,,,,,,,,,
1.6361626386642456,99,1,,,,,,,,,,
,101,1,0.6026692986488342,1.6142245531082153,0.8664626479148865,0.5687689781188965,0.37826088070869446,,,,,
1.320831537246704,109,2,,,,,,,,,,
0.8966485261917114,119,2,,,,,,,,,,
1.0679198503494263,129,2,,,,,,,,,,
1.286863088607788,139,2,,,,,,,,,,
1.0414639711380005,149,2,,,,,,,,,,
,152,2,0.6232096552848816,1.54170560836792,0.8752696514129639,0.5863624811172485,0.417391300201416,,,,,
1.055359125137329,159,3,,,,,,,,,,
0.9155285954475403,169,3,,,,,,,,,,
1.0684525966644287,179,3,,,,,,,,,,
1.3472003936767578,189,3,,,,,,,,,,
0.9682475924491882,199,3,,,,,,,,,,
,203,3,0.631542980670929,1.5089952945709229,0.8796589970588684,0.5974118709564209,0.43478259444236755,,,,,
1.1528531312942505,209,4,,,,,,,,,,
1.1267616748809814,219,4,,,,,,,,,,
1.1189624071121216,229,4,,,,,,,,,,
1.1916396617889404,239,4,,,,,,,,,,
0.914781928062439,249,4,,,,,,,,,,
,254,4,0.6236979365348816,1.4817050695419312,0.8779738545417786,0.5928531885147095,0.43043479323387146,,,,,
,255,5,,,,,,0.6236979365348816,0.43043479323387146,1.4817050695419312,0.8779738545417786,0.5928531885147095
