epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_avg_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas
0,9,1.2615104913711548,,,,,,,,,,
0,19,2.78212308883667,,,,,,,,,,
0,29,1.6380959749221802,,,,,,,,,,
0,39,2.173675298690796,,,,,,,,,,
0,48,,0.5119714140892029,0.8489450216293335,0.32057416439056396,0.5836530327796936,1.9350100755691528,,,,,
1,49,0.9280439019203186,,,,,,,,,,
1,59,1.2861411571502686,,,,,,,,,,
1,69,1.1804524660110474,,,,,,,,,,
1,79,2.0905721187591553,,,,,,,,,,
1,89,1.1121882200241089,,,,,,,,,,
1,97,,0.5324961543083191,0.8475555181503296,0.3636363744735718,0.5473714470863342,1.74319326877594,,,,,
2,99,1.647208333015442,,,,,,,,,,
2,109,0.5259933471679688,,,,,,,,,,
2,119,1.3571326732635498,,,,,,,,,,
2,129,1.2032908201217651,,,,,,,,,,
2,139,5.887922286987305,,,,,,,,,,
2,146,,0.5476912260055542,0.8515435457229614,0.3732057511806488,0.5629964470863342,1.6724456548690796,,,,,
3,149,2.03498911857605,,,,,,,,,,
3,159,1.3134610652923584,,,,,,,,,,
3,169,0.8986217379570007,,,,,,,,,,
3,179,0.8241178393363953,,,,,,,,,,
3,189,0.6275368928909302,,,,,,,,,,
3,195,,0.5578984618186951,0.8711140751838684,0.39234450459480286,0.6323590874671936,1.6316826343536377,,,,,
4,199,1.348071575164795,,,,,,,,,,
4,209,0.9665396809577942,,,,,,,,,,
4,219,0.8656306862831116,,,,,,,,,,
4,229,1.5708107948303223,,,,,,,,,,
4,239,0.5998086333274841,,,,,,,,,,
4,244,,0.5561441779136658,0.8711901903152466,0.3971291780471802,0.6285225749015808,1.601699948310852,,,,,
5,245,,,,,,,0.8711140751838684,0.39234450459480286,1.6316826343536377,0.5578984618186951,0.6323590874671936
