epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_avg_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas
0,9,2.708472967147827,,,,,,,,,,
0,19,2.1330206394195557,,,,,,,,,,
0,29,1.3539646863937378,,,,,,,,,,
0,39,1.2878881692886353,,,,,,,,,,
0,47,,0.5581284165382385,0.8665291666984558,0.3896103799343109,0.5858724117279053,1.7609316110610962,,,,,
1,49,1.032372236251831,,,,,,,,,,
1,59,2.6878573894500732,,,,,,,,,,
1,69,2.274059772491455,,,,,,,,,,
1,79,1.4460783004760742,,,,,,,,,,
1,89,2.1051433086395264,,,,,,,,,,
1,95,,0.6174181699752808,0.8869259357452393,0.4761904776096344,0.6316243410110474,1.6109519004821777,,,,,
2,99,0.825177788734436,,,,,,,,,,
2,109,1.593418002128601,,,,,,,,,,
2,119,1.177911639213562,,,,,,,,,,
2,129,0.8009604811668396,,,,,,,,,,
2,139,1.3044391870498657,,,,,,,,,,
2,143,,0.6321539878845215,0.8906129002571106,0.4848484992980957,0.6394368410110474,1.5292503833770752,,,,,
3,149,1.145518183708191,,,,,,,,,,
3,159,2.1281776428222656,,,,,,,,,,
3,169,0.9337795972824097,,,,,,,,,,
3,179,1.2130470275878906,,,,,,,,,,
3,189,1.7112587690353394,,,,,,,,,,
3,191,,0.6245847940444946,0.8865112066268921,0.4761904776096344,0.6347818970680237,1.5141443014144897,,,,,
4,199,1.4997458457946777,,,,,,,,,,
4,209,1.268830418586731,,,,,,,,,,
4,219,1.791435956954956,,,,,,,,,,
4,229,1.0739505290985107,,,,,,,,,,
4,239,1.5361671447753906,,,,,,,,,,
4,239,,0.6388223767280579,0.8895643353462219,0.4978354871273041,0.651318371295929,1.4996659755706787,,,,,
5,240,,,,,,,0.8895643353462219,0.4978354871273041,1.4996659755706787,0.6388223767280579,0.651318371295929
