train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
1.3303762674331665,0,9,,,,,,,,,,
0.8448972702026367,0,19,,,,,,,,,,
0.8945343494415283,0,29,,,,,,,,,,
,0,30,0.5025532245635986,0.24618300795555115,0.8149516582489014,0.11278195679187775,0.2243855744600296,,,,,
0.4898248314857483,1,39,,,,,,,,,,
0.5540286302566528,1,49,,,,,,,,,,
0.6430550217628479,1,59,,,,,,,,,,
,1,61,0.4239412546157837,0.23951968550682068,0.8249266147613525,0.1428571492433548,0.2378065288066864,,,,,
0.524901270866394,2,69,,,,,,,,,,
0.5204612612724304,2,79,,,,,,,,,,
0.48157307505607605,2,89,,,,,,,,,,
,2,92,0.36534926295280457,0.34482184052467346,0.849307119846344,0.25563910603523254,0.3162299394607544,,,,,
0.48182132840156555,3,99,,,,,,,,,,
0.50871342420578,3,109,,,,,,,,,,
0.3882603347301483,3,119,,,,,,,,,,
,3,123,0.33656057715415955,0.3141951560974121,0.8360578417778015,0.21804511547088623,0.2704704999923706,,,,,
0.3742620050907135,4,129,,,,,,,,,,
0.34862369298934937,4,139,,,,,,,,,,
0.4164528548717499,4,149,,,,,,,,,,
,4,154,0.36320868134498596,0.32720792293548584,0.8366110920906067,0.21804511547088623,0.281494140625,,,,,
,5,155,,,,,,0.36534926295280457,0.34482184052467346,0.849307119846344,0.25563910603523254,0.3162299394607544
