epoch,train_loss,step,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_em
0,1.9872429370880127,9,,,,,,,,,,
0,3.5697412490844727,19,,,,,,,,,,
0,1.917490005493164,29,,,,,,,,,,
0,2.7549495697021484,39,,,,,,,,,,
0,,48,0.30264997482299805,2.1554951667785645,0.767521321773529,0.3186967074871063,0.1866028755903244,,,,,
1,1.2678821086883545,49,,,,,,,,,,
1,1.6696707010269165,59,,,,,,,,,,
1,1.5809881687164307,69,,,,,,,,,,
1,2.3180618286132812,79,,,,,,,,,,
1,1.240540862083435,89,,,,,,,,,,
1,,97,0.41964706778526306,1.8818038702011108,0.8153276443481445,0.4275681674480438,0.2870813310146332,,,,,
2,1.897702932357788,99,,,,,,,,,,
2,1.1551295518875122,109,,,,,,,,,,
2,1.5495525598526,119,,,,,,,,,,
2,1.5137723684310913,129,,,,,,,,,,
2,6.322343349456787,139,,,,,,,,,,
2,,146,0.47028931975364685,1.7445671558380127,0.829679012298584,0.4762480556964874,0.31578946113586426,,,,,
3,2.0163981914520264,149,,,,,,,,,,
3,1.5225268602371216,159,,,,,,,,,,
3,1.1558494567871094,169,,,,,,,,,,
3,0.8126825094223022,179,,,,,,,,,,
3,1.659874677658081,189,,,,,,,,,,
3,,195,0.49469125270843506,1.6571617126464844,0.8400384783744812,0.5032517313957214,0.339712917804718,,,,,
4,1.2433714866638184,199,,,,,,,,,,
4,1.129629373550415,209,,,,,,,,,,
4,1.0225474834442139,219,,,,,,,,,,
4,1.6583114862442017,229,,,,,,,,,,
4,0.6783480644226074,239,,,,,,,,,,
4,,244,0.5195103287696838,1.617737889289856,0.8448726534843445,0.5278053283691406,0.3636363744735718,,,,,
5,,245,,,,,,0.5195103287696838,0.8448726534843445,1.617737889289856,0.5278053283691406,0.3636363744735718
