train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
2.423248291015625,0,9,,,,,,,,,,
1.7151175737380981,0,19,,,,,,,,,,
1.6669492721557617,0,29,,,,,,,,,,
1.2245275974273682,0,39,,,,,,,,,,
1.4906131029129028,0,49,,,,,,,,,,
,0,52,1.1558260917663574,0.2156394124031067,0.8117896914482117,0.11538461595773697,0.25529175996780396,,,,,
1.5149692296981812,1,59,,,,,,,,,,
1.113593339920044,1,69,,,,,,,,,,
1.1487276554107666,1,79,,,,,,,,,,
2.326899528503418,1,89,,,,,,,,,,
1.3285728693008423,1,99,,,,,,,,,,
,1,105,0.8951314091682434,0.3395216464996338,0.8606542348861694,0.21794871985912323,0.3971313536167145,,,,,
1.359233021736145,2,109,,,,,,,,,,
0.9015274047851562,2,119,,,,,,,,,,
0.9480391144752502,2,129,,,,,,,,,,
0.8677310943603516,2,139,,,,,,,,,,
2.0117347240448,2,149,,,,,,,,,,
,2,158,0.8285398483276367,0.4292854964733124,0.8768668174743652,0.31410256028175354,0.47614747285842896,,,,,
0.5337137579917908,3,159,,,,,,,,,,
0.8459950685501099,3,169,,,,,,,,,,
0.7415614128112793,3,179,,,,,,,,,,
0.8267409205436707,3,189,,,,,,,,,,
0.8260512351989746,3,199,,,,,,,,,,
0.5396435856819153,3,209,,,,,,,,,,
,3,211,0.7319243550300598,0.5010091662406921,0.8932176828384399,0.3782051205635071,0.5286865234375,,,,,
0.9968134760856628,4,219,,,,,,,,,,
0.6228622198104858,4,229,,,,,,,,,,
0.606060802936554,4,239,,,,,,,,,,
0.7445268034934998,4,249,,,,,,,,,,
0.5350192785263062,4,259,,,,,,,,,,
,4,264,0.7716558575630188,0.47892943024635315,0.8832978010177612,0.3333333432674408,0.522509753704071,,,,,
,5,265,,,,,,0.7319243550300598,0.5010091662406921,0.8932176828384399,0.3782051205635071,0.5286865234375
