epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,test_loss
0,9,0.6680108308792114,,,,,,
0,19,0.8639868497848511,,,,,,
0,29,0.5518409013748169,,,,,,
0,39,0.6555132269859314,,,,,,
0,49,0.3953244984149933,,,,,,
0,59,0.25558218359947205,,,,,,
0,69,0.34785932302474976,,,,,,
0,79,0.3083481192588806,,,,,,
0,83,,0.2864120900630951,0.7976996898651123,0.3729574382305145,0.20886075496673584,0.09726991504430771,
1,89,0.4310437738895416,,,,,,
1,99,0.2145218700170517,,,,,,
1,109,0.1777300238609314,,,,,,
1,119,0.28594958782196045,,,,,,
1,129,0.22861148416996002,,,,,,
1,139,0.2558506429195404,,,,,,
1,149,0.2819060683250427,,,,,,
1,159,0.23133017122745514,,,,,,
1,167,,0.43409261107444763,0.8333812355995178,0.4331672787666321,0.3607594966888428,0.07960231602191925,
2,169,0.15287724137306213,,,,,,
2,179,0.2284315973520279,,,,,,
2,189,0.21336346864700317,,,,,,
2,199,0.17612214386463165,,,,,,
2,209,0.12039696425199509,,,,,,
2,219,0.1633865237236023,,,,,,
2,229,0.10136526823043823,,,,,,
2,239,0.18179093301296234,,,,,,
2,249,0.14297854900360107,,,,,,
2,251,,0.4683050215244293,0.8391258716583252,0.4488465487957001,0.39240506291389465,0.0697861909866333,
3,259,0.09826008975505829,,,,,,
3,269,0.06996701657772064,,,,,,
3,279,0.11314638704061508,,,,,,
3,289,0.11729344725608826,,,,,,
3,299,0.10122744739055634,,,,,,
3,309,0.11992447823286057,,,,,,
3,319,0.07534591108560562,,,,,,
3,329,0.05877263471484184,,,,,,
3,335,,0.4997897446155548,0.8488826751708984,0.48230409622192383,0.4303797483444214,0.06699035316705704,
4,339,0.04750828444957733,,,,,,
4,349,0.0958787053823471,,,,,,
4,359,0.07799820601940155,,,,,,
4,369,0.049878329038619995,,,,,,
4,379,0.061697810888290405,,,,,,
4,389,0.08090345561504364,,,,,,
4,399,0.054649773985147476,,,,,,
4,409,0.061292801052331924,,,,,,
4,419,0.030627354979515076,,,,,,
4,419,,0.5476189851760864,0.8621577024459839,0.5302519202232361,0.46202531456947327,0.07020525634288788,
5,420,,,,,,,0.07020525634288788
