epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,test_loss
0,9,1.2747955322265625,,,,,,
0,19,0.45539531111717224,,,,,,
0,29,0.4939078688621521,,,,,,
0,39,0.4010981321334839,,,,,,
0,49,0.41553035378456116,,,,,,
0,59,0.34899353981018066,,,,,,
0,69,0.33952146768569946,,,,,,
0,79,0.2389957308769226,,,,,,
0,82,,0.2347506731748581,0.7795523405075073,0.2443753182888031,0.17283950746059418,0.09133252501487732,
1,89,0.138534277677536,,,,,,
1,99,0.22903400659561157,,,,,,
1,109,0.1866915225982666,,,,,,
1,119,0.25661686062812805,,,,,,
1,129,0.33903035521507263,,,,,,
1,139,0.2251458764076233,,,,,,
1,149,0.2665375769138336,,,,,,
1,159,0.22490884363651276,,,,,,
1,165,,0.3506651818752289,0.8082332611083984,0.35612842440605164,0.3024691343307495,0.06490135192871094,
2,169,0.22023239731788635,,,,,,
2,179,0.11524544656276703,,,,,,
2,189,0.18042659759521484,,,,,,
2,199,0.16724957525730133,,,,,,
2,209,0.05949460342526436,,,,,,
2,219,0.07224424928426743,,,,,,
2,229,0.1794784665107727,,,,,,
2,239,0.16018113493919373,,,,,,
2,248,,0.43625250458717346,0.8347665667533875,0.42083778977394104,0.37037035822868347,0.06131303310394287,
3,249,0.105117067694664,,,,,,
3,259,0.06806380301713943,,,,,,
3,269,0.1130659282207489,,,,,,
3,279,0.057164665311574936,,,,,,
3,289,0.05281343683600426,,,,,,
3,299,0.09534651786088943,,,,,,
3,309,0.04845675081014633,,,,,,
3,319,0.04226388409733772,,,,,,
3,329,0.07344985753297806,,,,,,
3,331,,0.4490533471107483,0.8382870554924011,0.4315783679485321,0.3827160596847534,0.061658941209316254,
4,339,0.0158346276730299,,,,,,
4,349,0.14108547568321228,,,,,,
4,359,0.03331117704510689,,,,,,
4,369,0.0356268472969532,,,,,,
4,379,0.08405701071023941,,,,,,
4,389,0.048501115292310715,,,,,,
4,399,0.04343920201063156,,,,,,
4,409,0.03652685880661011,,,,,,
4,414,,0.4699479639530182,0.8416792154312134,0.4591801166534424,0.40740740299224854,0.06486184149980545,
5,415,,,,,,,0.06486184149980545
