train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_meteor,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_meteor,test_avg_qa_sas
2.5927681922912598,0,9,,,,,,,,,,,,
1.7712993621826172,0,19,,,,,,,,,,,,
1.4111976623535156,0,29,,,,,,,,,,,,
0.6896120309829712,0,39,,,,,,,,,,,,
1.5044264793395996,0,49,,,,,,,,,,,,
,0,52,1.3264129161834717,0.42009201645851135,0.8634475469589233,0.25,0.46505576372146606,0.4592041075229645,,,,,,
1.1189532279968262,1,59,,,,,,,,,,,,
1.0808509588241577,1,69,,,,,,,,,,,,
1.1746114492416382,1,79,,,,,,,,,,,,
0.527380645275116,1,89,,,,,,,,,,,,
1.6231063604354858,1,99,,,,,,,,,,,,
,1,105,1.1035852432250977,0.46389123797416687,0.885343074798584,0.35256409645080566,0.53391033411026,0.49274903535842896,,,,,,
0.8660486340522766,2,109,,,,,,,,,,,,
1.247244954109192,2,119,,,,,,,,,,,,
0.7555401921272278,2,129,,,,,,,,,,,,
1.1345176696777344,2,139,,,,,,,,,,,,
1.5355726480484009,2,149,,,,,,,,,,,,
,2,158,1.0557405948638916,0.4696604311466217,0.8835998773574829,0.3589743673801422,0.5381503701210022,0.4955078065395355,,,,,,
0.7206535935401917,3,159,,,,,,,,,,,,
1.0985075235366821,3,169,,,,,,,,,,,,
1.4141868352890015,3,179,,,,,,,,,,,,
0.8023724555969238,3,189,,,,,,,,,,,,
0.8297207951545715,3,199,,,,,,,,,,,,
0.6782596707344055,3,209,,,,,,,,,,,,
,3,211,1.0408892631530762,0.47542962431907654,0.8864868879318237,0.3782051205635071,0.5431459546089172,0.504638671875,,,,,,
0.8439515233039856,4,219,,,,,,,,,,,,
0.5907095074653625,4,229,,,,,,,,,,,,
1.070868968963623,4,239,,,,,,,,,,,,
1.12443208694458,4,249,,,,,,,,,,,,
0.9669241309165955,4,259,,,,,,,,,,,,
,4,264,0.9839123487472534,0.47897064685821533,0.8899627923965454,0.38461539149284363,0.554024875164032,0.505126953125,,,,,,
,5,265,,,,,,,0.9839123487472534,0.47897064685821533,0.8899627923965454,0.38461539149284363,0.554024875164032,0.505126953125
