train_loss,epoch,step,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_answer_f1
3.6539149284362793,0,9,,,,,,,,,,
3.2134320735931396,0,19,,,,,,,,,,
1.7846554517745972,0,29,,,,,,,,,,
2.3307816982269287,0,39,,,,,,,,,,
1.6027222871780396,0,49,,,,,,,,,,
,0,52,0.23171718418598175,0.25651854276657104,0.16025641560554504,0.7633410096168518,1.8917220830917358,,,,,
2.050929546356201,1,59,,,,,,,,,,
1.0766242742538452,1,69,,,,,,,,,,
10.43708324432373,1,79,,,,,,,,,,
2.423088788986206,1,89,,,,,,,,,,
1.602434515953064,1,99,,,,,,,,,,
,1,105,0.33663177490234375,0.3618102967739105,0.25641027092933655,0.8052179217338562,1.63163423538208,,,,,
1.481963872909546,2,109,,,,,,,,,,
1.9271725416183472,2,119,,,,,,,,,,
2.0022687911987305,2,129,,,,,,,,,,
0.9566076397895813,2,139,,,,,,,,,,
1.555677890777588,2,149,,,,,,,,,,
,2,158,0.42509886622428894,0.45728760957717896,0.33974358439445496,0.8392512202262878,1.4303992986679077,,,,,
1.591953158378601,3,159,,,,,,,,,,
1.417901873588562,3,169,,,,,,,,,,
1.3107013702392578,3,179,,,,,,,,,,
1.7795923948287964,3,189,,,,,,,,,,
1.8054776191711426,3,199,,,,,,,,,,
1.240601658821106,3,209,,,,,,,,,,
,3,211,0.4471074640750885,0.4767089784145355,0.3717948794364929,0.8467470407485962,1.3325592279434204,,,,,
1.0231376886367798,4,219,,,,,,,,,,
1.6906343698501587,4,229,,,,,,,,,,
1.3042274713516235,4,239,,,,,,,,,,
0.565983235836029,4,249,,,,,,,,,,
1.1608412265777588,4,259,,,,,,,,,,
,4,264,0.44548964500427246,0.46757811307907104,0.3717948794364929,0.8469120264053345,1.2640389204025269,,,,,
,5,265,,,,,,0.8467470407485962,0.4767089784145355,0.3717948794364929,1.3325592279434204,0.4471074640750885
