train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,test_loss
0.7025614380836487,9,0,,,,,,
0.42672646045684814,19,0,,,,,,
0.26566803455352783,29,0,,,,,,
0.5339744687080383,39,0,,,,,,
0.3084510266780853,49,0,,,,,,
0.347076416015625,59,0,,,,,,
0.3233061134815216,69,0,,,,,,
0.42075490951538086,79,0,,,,,,
,83,0,0.33920419216156006,0.4492848515510559,0.24683544039726257,0.8143171072006226,0.09845563024282455,
0.2923020124435425,89,1,,,,,,
0.1325611174106598,99,1,,,,,,
0.2508847415447235,109,1,,,,,,
0.20896735787391663,119,1,,,,,,
0.17690186202526093,129,1,,,,,,
0.2507394552230835,139,1,,,,,,
0.28353551030158997,149,1,,,,,,
0.16812320053577423,159,1,,,,,,
,167,1,0.41615140438079834,0.43834078311920166,0.32278481125831604,0.8344411253929138,0.08773824572563171,
0.3489159643650055,169,2,,,,,,
0.3430584669113159,179,2,,,,,,
0.17428511381149292,189,2,,,,,,
0.24799266457557678,199,2,,,,,,
0.18659155070781708,209,2,,,,,,
0.2290036529302597,219,2,,,,,,
0.14159172773361206,229,2,,,,,,
0.15766267478466034,239,2,,,,,,
0.12785565853118896,249,2,,,,,,
,251,2,0.5134161710739136,0.481298565864563,0.4303797483444214,0.8517542481422424,0.08102288842201233,
0.1392471045255661,259,3,,,,,,
0.23526029288768768,269,3,,,,,,
0.08528026193380356,279,3,,,,,,
0.11204928904771805,289,3,,,,,,
0.06990198791027069,299,3,,,,,,
0.11721272766590118,309,3,,,,,,
0.09207978844642639,319,3,,,,,,
0.08016958832740784,329,3,,,,,,
,335,3,0.5565743446350098,0.5228304266929626,0.474683552980423,0.863371729850769,0.07792618125677109,
0.05911806970834732,339,4,,,,,,
0.08383770287036896,349,4,,,,,,
0.0633990690112114,359,4,,,,,,
0.11188280582427979,369,4,,,,,,
0.08243655413389206,379,4,,,,,,
0.08889101445674896,389,4,,,,,,
0.04632365331053734,399,4,,,,,,
0.052328262478113174,409,4,,,,,,
0.02299405448138714,419,4,,,,,,
,419,4,0.5709354281425476,0.5349799990653992,0.4873417615890503,0.8681931495666504,0.08085976541042328,
,420,5,,,,,,0.08085976541042328
