train_loss,step,epoch,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,test_loss
0.7610216736793518,9,0,,,,,,
0.7469714283943176,19,0,,,,,,
0.8460564613342285,29,0,,,,,,
0.4107051193714142,39,0,,,,,,
0.4449038505554199,49,0,,,,,,
0.3188651502132416,59,0,,,,,,
0.28099218010902405,69,0,,,,,,
0.4689568877220154,79,0,,,,,,
0.27302008867263794,89,0,,,,,,
0.3309062719345093,99,0,,,,,,
0.2874329388141632,109,0,,,,,,
0.1709136813879013,119,0,,,,,,
,124,0,0.38571369647979736,0.39136794209480286,0.30263158679008484,0.8260729908943176,0.0822969526052475,
0.2821504771709442,129,1,,,,,,
0.19278882443904877,139,1,,,,,,
0.12562663853168488,149,1,,,,,,
0.23107555508613586,159,1,,,,,,
0.19137324392795563,169,1,,,,,,
0.16933594644069672,179,1,,,,,,
0.15628927946090698,189,1,,,,,,
0.1752009242773056,199,1,,,,,,
0.3413897752761841,209,1,,,,,,
0.15985703468322754,219,1,,,,,,
0.28207874298095703,229,1,,,,,,
0.1744672656059265,239,1,,,,,,
0.011536919511854649,249,1,,,,,,
,249,1,0.3997521698474884,0.4127572178840637,0.32894736528396606,0.8329263925552368,0.06975854933261871,
0.1092802882194519,259,2,,,,,,
0.17255152761936188,269,2,,,,,,
0.17871291935443878,279,2,,,,,,
0.14914275705814362,289,2,,,,,,
0.1339201182126999,299,2,,,,,,
0.14915601909160614,309,2,,,,,,
0.21423083543777466,319,2,,,,,,
0.10719505697488785,329,2,,,,,,
0.16179928183555603,339,2,,,,,,
0.14143048226833344,349,2,,,,,,
0.13994531333446503,359,2,,,,,,
0.17250438034534454,369,2,,,,,,
,374,2,0.4302249848842621,0.45084401965141296,0.37719297409057617,0.8423784375190735,0.0688176155090332,
0.10401113331317902,379,3,,,,,,
0.11508829891681671,389,3,,,,,,
0.06216609105467796,399,3,,,,,,
0.06728804111480713,409,3,,,,,,
0.09362379461526871,419,3,,,,,,
0.04637759178876877,429,3,,,,,,
0.09445016831159592,439,3,,,,,,
0.11193250864744186,449,3,,,,,,
0.15091785788536072,459,3,,,,,,
0.04945754632353783,469,3,,,,,,
0.14313942193984985,479,3,,,,,,
0.07754122465848923,489,3,,,,,,
0.0037797705736011267,499,3,,,,,,
,499,3,0.4623172879219055,0.4833274185657501,0.41228070855140686,0.8498326539993286,0.07230556756258011,
0.04943903163075447,509,4,,,,,,
0.050941284745931625,519,4,,,,,,
0.05632207170128822,529,4,,,,,,
0.03191119804978371,539,4,,,,,,
0.059574659913778305,549,4,,,,,,
0.05679646506905556,559,4,,,,,,
0.0547967255115509,569,4,,,,,,
0.04197400435805321,579,4,,,,,,
0.05287613719701767,589,4,,,,,,
0.044335003942251205,599,4,,,,,,
0.035846058279275894,609,4,,,,,,
0.08908038586378098,619,4,,,,,,
,624,4,0.4627390503883362,0.48343342542648315,0.41228070855140686,0.8490664958953857,0.08008314669132233,
,625,5,,,,,,0.08008314669132233
