train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
0.884128212928772,0,9,,,,,,,,,,
1.0765938758850098,0,19,,,,,,,,,,
0.9297817945480347,0,29,,,,,,,,,,
,0,30,0.5315637588500977,0.29711440205574036,0.8211715221405029,0.17293232679367065,0.2844916582107544,,,,,
0.6334598064422607,1,39,,,,,,,,,,
0.48787835240364075,1,49,,,,,,,,,,
0.6283388733863831,1,59,,,,,,,,,,
,1,61,0.46654728055000305,0.3399205207824707,0.8366878628730774,0.25563910603523254,0.3231472373008728,,,,,
0.5301996469497681,2,69,,,,,,,,,,
0.4434545338153839,2,79,,,,,,,,,,
0.40032124519348145,2,89,,,,,,,,,,
,2,92,0.40954074263572693,0.3894004821777344,0.8470944762229919,0.308270663022995,0.3660753071308136,,,,,
0.46843957901000977,3,99,,,,,,,,,,
0.7262986898422241,3,109,,,,,,,,,,
0.5022553205490112,3,119,,,,,,,,,,
,3,123,0.38874351978302,0.3957426846027374,0.852764368057251,0.31578946113586426,0.3675943911075592,,,,,
0.4403764009475708,4,129,,,,,,,,,,
0.2753514051437378,4,139,,,,,,,,,,
0.36686965823173523,4,149,,,,,,,,,,
,4,154,0.36619049310684204,0.3940185606479645,0.8513946533203125,0.3233082592487335,0.3691813051700592,,,,,
,5,155,,,,,,0.38874351978302,0.3957426846027374,0.852764368057251,0.31578946113586426,0.3675943911075592
