train_loss,epoch,step,val_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
0.10487248003482819,0,9,,,,,,
0.1011233776807785,0,19,,,,,,
0.0699387937784195,0,29,,,,,,
0.05641680210828781,0,39,,,,,,
0.08754010498523712,0,49,,,,,,
0.06263095885515213,0,59,,,,,,
0.0671369880437851,0,69,,,,,,
0.07660095393657684,0,79,,,,,,
0.08671902120113373,0,89,,,,,,
0.05318135768175125,0,99,,,,,,
0.06218484789133072,0,109,,,,,,
0.034809619188308716,0,119,,,,,,
0.0841691792011261,0,129,,,,,,
0.07648070156574249,0,139,,,,,,
0.0566229447722435,0,149,,,,,,
0.04787285998463631,0,159,,,,,,
0.04596182331442833,0,169,,,,,,
0.058258697390556335,0,179,,,,,,
0.06326224654912949,0,189,,,,,,
,0,189,0.1218365877866745,0.19498607516288757,0.3631703555583954,0.2619427740573883,0.831623375415802,
0.05054153874516487,1,199,,,,,,
0.05715097486972809,1,209,,,,,,
0.06974893808364868,1,219,,,,,,
0.05948351323604584,1,229,,,,,,
0.050417426973581314,1,239,,,,,,
0.06441772729158401,1,249,,,,,,
0.053296204656362534,1,259,,,,,,
0.049744702875614166,1,269,,,,,,
0.06699145585298538,1,279,,,,,,
0.05576557666063309,1,289,,,,,,
0.08670568466186523,1,299,,,,,,
0.045211344957351685,1,309,,,,,,
0.051532190293073654,1,319,,,,,,
0.04511436074972153,1,329,,,,,,
0.0693361908197403,1,339,,,,,,
0.05848654732108116,1,349,,,,,,
0.043107062578201294,1,359,,,,,,
0.06296044588088989,1,369,,,,,,
0.0515507347881794,1,379,,,,,,
,1,379,0.07910631597042084,0.18384401500225067,0.33084073662757874,0.24033287167549133,0.8107499480247498,
0.050873465836048126,2,389,,,,,,
0.04895011708140373,2,399,,,,,,
0.05753738060593605,2,409,,,,,,
0.054874237626791,2,419,,,,,,
0.04601255804300308,2,429,,,,,,
0.05718256160616875,2,439,,,,,,
0.04815390333533287,2,449,,,,,,
0.04657866060733795,2,459,,,,,,
0.05947341397404671,2,469,,,,,,
0.050185464322566986,2,479,,,,,,
0.0682847648859024,2,489,,,,,,
0.04085816815495491,2,499,,,,,,
0.045825567096471786,2,509,,,,,,
0.04151700437068939,2,519,,,,,,
0.06059132143855095,2,529,,,,,,
0.05222680792212486,2,539,,,,,,
0.04081229865550995,2,549,,,,,,
0.052375711500644684,2,559,,,,,,
0.03667455166578293,2,569,,,,,,
,2,569,0.08946029096841812,0.1977715939283371,0.356767863035202,0.2596196234226227,0.8284057378768921,
0.046898066997528076,3,579,,,,,,
0.04453231766819954,3,589,,,,,,
0.047109223902225494,3,599,,,,,,
0.051493920385837555,3,609,,,,,,
0.040629174560308456,3,619,,,,,,
0.048075444996356964,3,629,,,,,,
0.03803165629506111,3,639,,,,,,
0.040229152888059616,3,649,,,,,,
0.09862655401229858,3,659,,,,,,
0.04108723625540733,3,669,,,,,,
0.04780995100736618,3,679,,,,,,
0.035702142864465714,3,689,,,,,,
0.03154666721820831,3,699,,,,,,
0.034270964562892914,3,709,,,,,,
0.04256648197770119,3,719,,,,,,
0.04343169927597046,3,729,,,,,,
0.03776099905371666,3,739,,,,,,
0.035662319511175156,3,749,,,,,,
0.01761465333402157,3,759,,,,,,
,3,759,0.11960689723491669,0.20334261655807495,0.357427179813385,0.26649633049964905,0.831126868724823,
0.04137472063302994,4,769,,,,,,
0.034384921193122864,4,779,,,,,,
0.029294822365045547,4,789,,,,,,
0.04273079335689545,4,799,,,,,,
0.03027392365038395,4,809,,,,,,
0.03278147801756859,4,819,,,,,,
0.023653747513890266,4,829,,,,,,
0.02414296381175518,4,839,,,,,,
0.02380467765033245,4,849,,,,,,
0.026728063821792603,4,859,,,,,,
0.01862911880016327,4,869,,,,,,
0.02410372719168663,4,879,,,,,,
0.013398432172834873,4,889,,,,,,
0.019756585359573364,4,899,,,,,,
0.009723135270178318,4,909,,,,,,
0.026542197912931442,4,919,,,,,,
0.017130864784121513,4,929,,,,,,
0.010551697574555874,4,939,,,,,,
0.0016118960920721292,4,949,,,,,,
,4,949,0.21050195395946503,0.1977715939283371,0.3521648645401001,0.26385411620140076,0.8288187980651855,
,5,950,,,,,,0.21050195395946503
