epoch,train_loss,step,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_answer_f1
0,1.6266757249832153,9,,,,,,,,,,
0,1.3036489486694336,19,,,,,,,,,,
0,1.628897786140442,29,,,,,,,,,,
0,1.4494590759277344,39,,,,,,,,,,
0,1.0525492429733276,49,,,,,,,,,,
0,,51,0.5146334171295166,0.5932093858718872,0.8705390095710754,0.6718024015426636,0.2638888955116272,,,,,
1,2.022310972213745,59,,,,,,,,,,
1,1.3400392532348633,69,,,,,,,,,,
1,1.6674989461898804,79,,,,,,,,,,
1,1.1831729412078857,89,,,,,,,,,,
1,0.6625469923019409,99,,,,,,,,,,
1,,103,0.5408907532691956,0.6153041124343872,0.877540111541748,0.6366934776306152,0.3055555522441864,,,,,
2,1.036612868309021,109,,,,,,,,,,
2,0.8646029233932495,119,,,,,,,,,,
2,1.3223503828048706,129,,,,,,,,,,
2,1.617257833480835,139,,,,,,,,,,
2,0.5974140763282776,149,,,,,,,,,,
2,,155,0.5586870908737183,0.6330915093421936,0.8835565447807312,0.6272150874137878,0.3194444477558136,,,,,
3,0.7340993285179138,159,,,,,,,,,,
3,0.8864915370941162,169,,,,,,,,,,
3,0.8223792910575867,179,,,,,,,,,,
3,0.9906536340713501,189,,,,,,,,,,
3,1.140452265739441,199,,,,,,,,,,
3,,207,0.5744829773902893,0.6460484266281128,0.8876560926437378,0.6088850498199463,0.3333333432674408,,,,,
4,1.564299464225769,209,,,,,,,,,,
4,0.9800602197647095,219,,,,,,,,,,
4,0.8170025944709778,229,,,,,,,,,,
4,0.953071117401123,239,,,,,,,,,,
4,1.2090740203857422,249,,,,,,,,,,
4,0.27751395106315613,259,,,,,,,,,,
4,,259,0.5784733295440674,0.6512276530265808,0.8893125653266907,0.6020753383636475,0.35648149251937866,,,,,
5,,260,,,,,,0.8893125653266907,0.6512276530265808,0.35648149251937866,0.6020753383636475,0.5784733295440674
