train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score
3.624861001968384,9,0,,,,,,,,,,
2.2946345806121826,19,0,,,,,,,,,,
2.1496901512145996,29,0,,,,,,,,,,
2.3664538860321045,39,0,,,,,,,,,,
2.3166351318359375,49,0,,,,,,,,,,
,49,0,0.7907754778862,0.35839080810546875,0.2398373931646347,2.073075532913208,0.33128610253334045,,,,,
1.2830106019973755,59,1,,,,,,,,,,
2.328559637069702,69,1,,,,,,,,,,
1.6296379566192627,79,1,,,,,,,,,,
2.0142862796783447,89,1,,,,,,,,,,
2.38158917427063,99,1,,,,,,,,,,
,99,1,0.841037392616272,0.49938201904296875,0.3414634168148041,1.793933391571045,0.4792614281177521,,,,,
1.6081531047821045,109,2,,,,,,,,,,
1.7402048110961914,119,2,,,,,,,,,,
0.7908557057380676,129,2,,,,,,,,,,
0.9419652223587036,139,2,,,,,,,,,,
0.9809333682060242,149,2,,,,,,,,,,
,149,2,0.8594980239868164,0.54901123046875,0.36991870403289795,1.7164838314056396,0.520538330078125,,,,,
1.2821580171585083,159,3,,,,,,,,,,
1.522871971130371,169,3,,,,,,,,,,
0.9886627793312073,179,3,,,,,,,,,,
1.347967267036438,189,3,,,,,,,,,,
2.2286930084228516,199,3,,,,,,,,,,
,199,3,0.8655437231063843,0.5696868896484375,0.39024388790130615,1.6614489555358887,0.5453351736068726,,,,,
0.9396561980247498,209,4,,,,,,,,,,
1.6962720155715942,219,4,,,,,,,,,,
0.9936643242835999,229,4,,,,,,,,,,
1.1426442861557007,239,4,,,,,,,,,,
1.1273808479309082,249,4,,,,,,,,,,
,249,4,0.871365487575531,0.5849533081054688,0.4146341383457184,1.6349093914031982,0.5630072951316833,,,,,
,250,5,,,,,,0.5849533081054688,0.5630072951316833,1.6349093914031982,0.4146341383457184,0.871365487575531
