train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score
3.3811097145080566,9,0,,,,,,,,,,
1.3825085163116455,19,0,,,,,,,,,,
1.831565499305725,29,0,,,,,,,,,,
1.954361915588379,39,0,,,,,,,,,,
1.6996984481811523,49,0,,,,,,,,,,
,53,0,0.7661407589912415,0.3380330502986908,0.1783783733844757,1.657874345779419,0.30238136649131775,,,,,
1.6493558883666992,59,1,,,,,,,,,,
1.4018877744674683,69,1,,,,,,,,,,
1.9447740316390991,79,1,,,,,,,,,,
2.0969600677490234,89,1,,,,,,,,,,
1.6148191690444946,99,1,,,,,,,,,,
,107,1,0.8211596012115479,0.4698893129825592,0.2702702581882477,1.3697361946105957,0.4212057888507843,,,,,
1.7530786991119385,109,2,,,,,,,,,,
1.3998442888259888,119,2,,,,,,,,,,
0.9841904640197754,129,2,,,,,,,,,,
7.461861610412598,139,2,,,,,,,,,,
1.5385284423828125,149,2,,,,,,,,,,
1.1595197916030884,159,2,,,,,,,,,,
,161,2,0.846815288066864,0.5436604619026184,0.3567567467689514,1.2082887887954712,0.5048156976699829,,,,,
1.1017128229141235,169,3,,,,,,,,,,
4.317727565765381,179,3,,,,,,,,,,
1.340798020362854,189,3,,,,,,,,,,
1.3293856382369995,199,3,,,,,,,,,,
1.2906208038330078,209,3,,,,,,,,,,
,215,3,0.8540493845939636,0.5653076171875,0.36216217279434204,1.145701289176941,0.5334736704826355,,,,,
0.4716302156448364,219,4,,,,,,,,,,
1.1322215795516968,229,4,,,,,,,,,,
1.1942239999771118,239,4,,,,,,,,,,
0.3534582257270813,249,4,,,,,,,,,,
3.055539846420288,259,4,,,,,,,,,,
0.8917191624641418,269,4,,,,,,,,,,
,269,4,0.8678154945373535,0.6132405400276184,0.4000000059604645,1.0879924297332764,0.5684780478477478,,,,,
,270,5,,,,,,0.6132405400276184,0.5684780478477478,1.0879924297332764,0.4000000059604645,0.8678154945373535
