train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,test_avg_qa_em,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas
0.8650822639465332,9,0,,,,,,,,,,
2.8923587799072266,19,0,,,,,,,,,,
1.371822714805603,29,0,,,,,,,,,,
1.062380075454712,39,0,,,,,,,,,,
1.386988878250122,49,0,,,,,,,,,,
,49,0,0.4541015625,0.8263567090034485,1.4393479824066162,0.3729507625102997,0.13333334028720856,,,,,
0.5738197565078735,59,1,,,,,,,,,,
0.8663232922554016,69,1,,,,,,,,,,
1.7991043329238892,79,1,,,,,,,,,,
0.7798411250114441,89,1,,,,,,,,,,
0.5350131392478943,99,1,,,,,,,,,,
,99,1,0.4629720151424408,0.828156054019928,1.3875694274902344,0.3739796578884125,0.10833333432674408,,,,,
0.4341423213481903,109,2,,,,,,,,,,
0.8457887768745422,119,2,,,,,,,,,,
0.3008675277233124,129,2,,,,,,,,,,
1.5801780223846436,139,2,,,,,,,,,,
1.0366994142532349,149,2,,,,,,,,,,
,149,2,0.47201335430145264,0.8339574933052063,1.3564859628677368,0.39097195863723755,0.125,,,,,
0.772816002368927,159,3,,,,,,,,,,
0.5600712299346924,169,3,,,,,,,,,,
0.8268772959709167,179,3,,,,,,,,,,
0.9921095371246338,189,3,,,,,,,,,,
0.5626114010810852,199,3,,,,,,,,,,
,199,3,0.48336589336395264,0.8325971364974976,1.3330453634262085,0.3889579474925995,0.10000000149011612,,,,,
1.1707388162612915,209,4,,,,,,,,,,
0.5577783584594727,219,4,,,,,,,,,,
0.7096641063690186,229,4,,,,,,,,,,
0.7920529842376709,239,4,,,,,,,,,,
0.629487156867981,249,4,,,,,,,,,,
,249,4,0.4971272647380829,0.8394898176193237,1.323311448097229,0.4134012758731842,0.13333334028720856,,,,,
,250,5,,,,,,0.13333334028720856,0.4134012758731842,1.323311448097229,0.8394898176193237,0.4971272647380829
