train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,test_loss
1.158216118812561,0,9,,,,,,
0.8332319855690002,0,19,,,,,,
0.7959883213043213,0,29,,,,,,
0.5247114896774292,0,39,,,,,,
0.4444059431552887,0,49,,,,,,
0.29002973437309265,0,59,,,,,,
0.319478839635849,0,69,,,,,,
0.27138328552246094,0,79,,,,,,
,0,81,0.7987322807312012,0.3236388862133026,0.31629058718681335,0.21511627733707428,0.10888872295618057,
0.22602464258670807,1,89,,,,,,
0.22615040838718414,1,99,,,,,,
0.21419167518615723,1,109,,,,,,
0.45647332072257996,1,119,,,,,,
0.17581701278686523,1,129,,,,,,
0.22562076151371002,1,139,,,,,,
0.16671870648860931,1,149,,,,,,
0.33722609281539917,1,159,,,,,,
,1,163,0.8188868165016174,0.3348653316497803,0.3895230293273926,0.29651162028312683,0.08846549689769745,
0.12310914695262909,2,169,,,,,,
0.2538841962814331,2,179,,,,,,
0.1466101109981537,2,189,,,,,,
0.12277534604072571,2,199,,,,,,
0.11401111632585526,2,209,,,,,,
0.1826067864894867,2,219,,,,,,
0.1756894290447235,2,229,,,,,,
0.1655740737915039,2,239,,,,,,
,2,245,0.8281965851783752,0.3767600953578949,0.4218340516090393,0.3372093141078949,0.0850955918431282,
0.10266076028347015,3,249,,,,,,
0.08736567199230194,3,259,,,,,,
0.11935361474752426,3,269,,,,,,
0.11888767778873444,3,279,,,,,,
0.10294580459594727,3,289,,,,,,
0.0914304330945015,3,299,,,,,,
0.06276813894510269,3,309,,,,,,
0.09878911077976227,3,319,,,,,,
,3,327,0.8358165621757507,0.4020879864692688,0.44639062881469727,0.36627906560897827,0.0865626335144043,
0.15909582376480103,4,329,,,,,,
0.16420337557792664,4,339,,,,,,
0.21888574957847595,4,349,,,,,,
0.12231594324111938,4,359,,,,,,
0.2176487296819687,4,369,,,,,,
0.15841683745384216,4,379,,,,,,
0.12393538653850555,4,389,,,,,,
0.24748602509498596,4,399,,,,,,
0.14187170565128326,4,409,,,,,,
,4,409,0.837609052658081,0.40041959285736084,0.4479818046092987,0.36627906560897827,0.0758262649178505,
,5,410,,,,,,0.0758262649178505
