train_loss,step,epoch,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1
2.9940357208251953,9,0,,,,,,,,,,
1.7781893014907837,19,0,,,,,,,,,,
0.9311350584030151,29,0,,,,,,,,,,
1.463645100593567,39,0,,,,,,,,,,
1.9221547842025757,49,0,,,,,,,,,,
,49,0,0.602691650390625,1.716330647468567,0.8715512156486511,0.5737257599830627,0.3943089544773102,,,,,
1.3149404525756836,59,1,,,,,,,,,,
1.096085786819458,69,1,,,,,,,,,,
1.4998615980148315,79,1,,,,,,,,,,
1.9130607843399048,89,1,,,,,,,,,,
2.071014881134033,99,1,,,,,,,,,,
,99,1,0.64501953125,1.5842185020446777,0.8844332098960876,0.6185120940208435,0.45528456568717957,,,,,
1.514811396598816,109,2,,,,,,,,,,
1.2551286220550537,119,2,,,,,,,,,,
0.7486607432365417,129,2,,,,,,,,,,
0.9688292145729065,139,2,,,,,,,,,,
0.8970261216163635,149,2,,,,,,,,,,
,149,2,0.651580810546875,1.5437737703323364,0.8873825073242188,0.629922091960907,0.4593496024608612,,,,,
1.8198271989822388,159,3,,,,,,,,,,
1.161159873008728,169,3,,,,,,,,,,
1.1778502464294434,179,3,,,,,,,,,,
1.2452529668807983,189,3,,,,,,,,,,
2.0159666538238525,199,3,,,,,,,,,,
,199,3,0.6431884765625,1.5127480030059814,0.8844082355499268,0.6234144568443298,0.44308942556381226,,,,,
0.9439462423324585,209,4,,,,,,,,,,
1.5439610481262207,219,4,,,,,,,,,,
1.24235999584198,229,4,,,,,,,,,,
0.974128007888794,239,4,,,,,,,,,,
1.1310114860534668,249,4,,,,,,,,,,
,249,4,0.6488189697265625,1.5023645162582397,0.8873348236083984,0.6262310147285461,0.46341463923454285,,,,,
,250,5,,,,,,0.6488189697265625,0.46341463923454285,1.5023645162582397,0.8873348236083984,0.6262310147285461
