epoch,train_loss,step,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss
0,3.0579018592834473,9,,,,,,,,,,
0,1.7209091186523438,19,,,,,,,,,,
0,1.4356358051300049,29,,,,,,,,,,
0,1.4455361366271973,39,,,,,,,,,,
0,1.8700180053710938,49,,,,,,,,,,
0,,49,0.8689231872558594,0.5630292892456055,0.591949462890625,0.39024388790130615,1.7963900566101074,,,,,
1,1.3313653469085693,59,,,,,,,,,,
1,1.1511359214782715,69,,,,,,,,,,
1,1.5220805406570435,79,,,,,,,,,,
1,2.0811355113983154,89,,,,,,,,,,
1,2.1581814289093018,99,,,,,,,,,,
1,,99,0.8739436864852905,0.5751529932022095,0.6068572998046875,0.4268292784690857,1.6597347259521484,,,,,
2,1.3706072568893433,109,,,,,,,,,,
2,1.1599273681640625,119,,,,,,,,,,
2,0.725056529045105,129,,,,,,,,,,
2,0.886592447757721,139,,,,,,,,,,
2,1.0927462577819824,149,,,,,,,,,,
2,,149,0.8757157921791077,0.5722578763961792,0.603515625,0.4065040647983551,1.621138572692871,,,,,
3,1.9596635103225708,159,,,,,,,,,,
3,1.4918286800384521,169,,,,,,,,,,
3,1.2005681991577148,179,,,,,,,,,,
3,1.319201946258545,189,,,,,,,,,,
3,1.998187780380249,199,,,,,,,,,,
3,,199,0.8741405606269836,0.5738065242767334,0.60443115234375,0.41056910157203674,1.5749101638793945,,,,,
4,0.9768050909042358,209,,,,,,,,,,
4,1.6069132089614868,219,,,,,,,,,,
4,1.2705038785934448,229,,,,,,,,,,
4,0.9597564339637756,239,,,,,,,,,,
4,1.3458184003829956,249,,,,,,,,,,
4,,249,0.8779581785202026,0.5822786688804626,0.6084747314453125,0.434959352016449,1.5767297744750977,,,,,
5,,250,,,,,,0.434959352016449,0.8779581785202026,0.5822786688804626,0.6084747314453125,1.5767297744750977
