train_loss,epoch,step,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_answer_f1
1.9151471853256226,0,9,,,,,,,,,,
0.8759902715682983,0,19,,,,,,,,,,
0.7835405468940735,0,29,,,,,,,,,,
0.9148528575897217,0,39,,,,,,,,,,
1.0071697235107422,0,49,,,,,,,,,,
0.9578135013580322,0,59,,,,,,,,,,
,0,62,0.2623867392539978,0.30900171399116516,0.7977933883666992,0.44288524985313416,0.2149122804403305,,,,,
0.4485855996608734,1,69,,,,,,,,,,
0.40642720460891724,1,79,,,,,,,,,,
0.5912802815437317,1,89,,,,,,,,,,
0.4072786867618561,1,99,,,,,,,,,,
0.7686288952827454,1,109,,,,,,,,,,
0.5228373408317566,1,119,,,,,,,,,,
,1,125,0.322916179895401,0.36895951628685,0.8201490640640259,0.37425360083580017,0.2850877046585083,,,,,
0.43042105436325073,2,129,,,,,,,,,,
0.5809802412986755,2,139,,,,,,,,,,
0.5469396710395813,2,149,,,,,,,,,,
0.5016561150550842,2,159,,,,,,,,,,
0.3632672131061554,2,169,,,,,,,,,,
0.2924102544784546,2,179,,,,,,,,,,
,2,188,0.3018309473991394,0.34963586926460266,0.814313530921936,0.34254783391952515,0.2587719261646271,,,,,
0.6087192893028259,3,189,,,,,,,,,,
0.2649362087249756,3,199,,,,,,,,,,
0.35389864444732666,3,209,,,,,,,,,,
0.46195274591445923,3,219,,,,,,,,,,
0.4714362919330597,3,229,,,,,,,,,,
0.5157828330993652,3,239,,,,,,,,,,
0.41777753829956055,3,249,,,,,,,,,,
,3,251,0.37766531109809875,0.4310868978500366,0.8365135788917542,0.3321927487850189,0.35087719559669495,,,,,
0.43023067712783813,4,259,,,,,,,,,,
0.3446095883846283,4,269,,,,,,,,,,
0.2814960181713104,4,279,,,,,,,,,,
0.36414870619773865,4,289,,,,,,,,,,
0.33849501609802246,4,299,,,,,,,,,,
0.21637296676635742,4,309,,,,,,,,,,
,4,314,0.38553276658058167,0.42824575304985046,0.8406121730804443,0.3101412355899811,0.33771929144859314,,,,,
,5,315,,,,,,0.3101412355899811,0.33771929144859314,0.8406121730804443,0.38553276658058167,0.42824575304985046
