epoch,train_loss,step,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em
0,1.8021279573440552,9,,,,,,,,,,
0,0.7282963395118713,19,,,,,,,,,,
0,0.6003672480583191,29,,,,,,,,,,
0,0.7665647268295288,39,,,,,,,,,,
0,0.9034287333488464,49,,,,,,,,,,
0,0.9792011380195618,59,,,,,,,,,,
0,,62,0.29902276396751404,0.24122807383537292,0.467242032289505,0.3413916826248169,0.814387321472168,,,,,
1,0.570581316947937,69,,,,,,,,,,
1,0.38860705494880676,79,,,,,,,,,,
1,0.6120659112930298,89,,,,,,,,,,
1,0.3799753487110138,99,,,,,,,,,,
1,0.5919543504714966,109,,,,,,,,,,
1,0.3636249005794525,119,,,,,,,,,,
1,,125,0.3394055664539337,0.2982456088066101,0.38099196553230286,0.39139074087142944,0.8246639370918274,,,,,
2,0.7573332190513611,129,,,,,,,,,,
2,0.4627944231033325,139,,,,,,,,,,
2,0.470715194940567,149,,,,,,,,,,
2,0.4605986475944519,159,,,,,,,,,,
2,0.2657817006111145,169,,,,,,,,,,
2,0.23697039484977722,179,,,,,,,,,,
2,,188,0.3936437964439392,0.3552631437778473,0.3445395231246948,0.453274130821228,0.8449726700782776,,,,,
3,0.5768193602561951,189,,,,,,,,,,
3,0.1958027333021164,199,,,,,,,,,,
3,0.5181413292884827,209,,,,,,,,,,
3,0.3988073468208313,219,,,,,,,,,,
3,0.30234935879707336,229,,,,,,,,,,
3,0.22256426513195038,239,,,,,,,,,,
3,0.4693306088447571,249,,,,,,,,,,
3,,251,0.41076549887657166,0.37280702590942383,0.3058309257030487,0.45997506380081177,0.845619797706604,,,,,
4,0.3210107982158661,259,,,,,,,,,,
4,0.2745618522167206,269,,,,,,,,,,
4,0.30960795283317566,279,,,,,,,,,,
4,0.3125590980052948,289,,,,,,,,,,
4,0.2505013346672058,299,,,,,,,,,,
4,0.28943708539009094,309,,,,,,,,,,
4,,314,0.44168880581855774,0.3947368562221527,0.2827921509742737,0.4812358021736145,0.8545227646827698,,,,,
5,,315,,,,,,0.8545227646827698,0.4812358021736145,0.44168880581855774,0.2827921509742737,0.3947368562221527
