epoch,train_loss,step,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_loss
0,0.8403420448303223,9,,,,,,,,,,
0,1.0023435354232788,19,,,,,,,,,,
0,0.8164554834365845,29,,,,,,,,,,
0,0.8065321445465088,39,,,,,,,,,,
0,,41,0.24405325949192047,0.18518517911434174,0.6498317718505859,0.7721889615058899,0.21724076569080353,,,,,
1,0.6502233147621155,49,,,,,,,,,,
1,0.5458220839500427,59,,,,,,,,,,
1,0.5931389927864075,69,,,,,,,,,,
1,0.5461094975471497,79,,,,,,,,,,
1,,83,0.267385870218277,0.20987653732299805,0.42891725897789,0.7860666513442993,0.23759876191616058,,,,,
2,0.48911064863204956,89,,,,,,,,,,
2,0.42852073907852173,99,,,,,,,,,,
2,0.34609565138816833,109,,,,,,,,,,
2,0.37716391682624817,119,,,,,,,,,,
2,,125,0.3491429090499878,0.29012346267700195,0.37705954909324646,0.8140583038330078,0.3384898900985718,,,,,
3,0.38673296570777893,129,,,,,,,,,,
3,0.3558465242385864,139,,,,,,,,,,
3,0.4094984829425812,149,,,,,,,,,,
3,0.380804181098938,159,,,,,,,,,,
3,,167,0.33946436643600464,0.2777777910232544,0.3585028350353241,0.8115545511245728,0.3337513208389282,,,,,
4,0.5023396015167236,169,,,,,,,,,,
4,0.3218599557876587,179,,,,,,,,,,
4,0.36645564436912537,189,,,,,,,,,,
4,0.2657058537006378,199,,,,,,,,,,
4,0.1902727484703064,209,,,,,,,,,,
4,,209,0.3695578873157501,0.3086419701576233,0.3266127109527588,0.8214178681373596,0.36563387513160706,,,,,
5,,210,,,,,,0.8214178681373596,0.3695578873157501,0.3086419701576233,0.36563387513160706,0.3266127109527588
