train_loss,step,epoch,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em
1.3464875221252441,9,0,,,,,,,,,,
0.8560922741889954,19,0,,,,,,,,,,
1.0053519010543823,29,0,,,,,,,,,,
0.7763333320617676,39,0,,,,,,,,,,
0.7778239250183105,49,0,,,,,,,,,,
0.448231965303421,59,0,,,,,,,,,,
,62,0,0.26887354254722595,0.45459502935409546,0.2378854602575302,0.3068743050098419,0.788016140460968,,,,,
0.47364354133605957,69,1,,,,,,,,,,
0.5711759924888611,79,1,,,,,,,,,,
0.5346996188163757,89,1,,,,,,,,,,
0.6098708510398865,99,1,,,,,,,,,,
0.44524991512298584,109,1,,,,,,,,,,
0.3844549059867859,119,1,,,,,,,,,,
,125,1,0.3626386523246765,0.35574913024902344,0.32158589363098145,0.3926428556442261,0.8173902034759521,,,,,
0.3313993215560913,129,2,,,,,,,,,,
0.34584343433380127,139,2,,,,,,,,,,
0.44742703437805176,149,2,,,,,,,,,,
0.35852307081222534,159,2,,,,,,,,,,
0.3213387131690979,169,2,,,,,,,,,,
0.41823017597198486,179,2,,,,,,,,,,
,188,2,0.39675405621528625,0.32300281524658203,0.36563876271247864,0.4321366846561432,0.828060507774353,,,,,
0.3540939688682556,189,3,,,,,,,,,,
0.2955924868583679,199,3,,,,,,,,,,
0.37023690342903137,209,3,,,,,,,,,,
0.47540485858917236,219,3,,,,,,,,,,
0.27777355909347534,229,3,,,,,,,,,,
0.3190186023712158,239,3,,,,,,,,,,
0.34700313210487366,249,3,,,,,,,,,,
,251,3,0.4530785381793976,0.29258131980895996,0.4361233413219452,0.49332475662231445,0.8460078835487366,,,,,
0.2575119435787201,259,4,,,,,,,,,,
0.12691958248615265,269,4,,,,,,,,,,
0.36916106939315796,279,4,,,,,,,,,,
0.29586073756217957,289,4,,,,,,,,,,
0.22745387256145477,299,4,,,,,,,,,,
0.3233729302883148,309,4,,,,,,,,,,
,314,4,0.44642239809036255,0.2724205553531647,0.43171805143356323,0.48807045817375183,0.8440123796463013,,,,,
,315,5,,,,,,0.8440123796463013,0.48807045817375183,0.44642239809036255,0.2724205553531647,0.43171805143356323
