train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,test_loss
0.9910688400268555,9,0,,,,,,
0.5897510647773743,19,0,,,,,,
0.2836107909679413,29,0,,,,,,
0.5054265260696411,39,0,,,,,,
0.335907518863678,49,0,,,,,,
0.27595892548561096,59,0,,,,,,
0.37496671080589294,69,0,,,,,,
0.22609511017799377,79,0,,,,,,
,82,0,0.2784372866153717,0.3372383713722229,0.21604938805103302,0.788253903388977,0.11039646714925766,
0.13289578258991241,89,1,,,,,,
0.215270534157753,99,1,,,,,,
0.21399188041687012,109,1,,,,,,
0.21723610162734985,119,1,,,,,,
0.21561720967292786,129,1,,,,,,
0.27677690982818604,139,1,,,,,,
0.2802222669124603,149,1,,,,,,
0.15994682908058167,159,1,,,,,,
,165,1,0.3558523952960968,0.3993653655052185,0.3024691343307495,0.8112616539001465,0.08202015608549118,
0.19615428149700165,169,2,,,,,,
0.12139161676168442,179,2,,,,,,
0.18183840811252594,189,2,,,,,,
0.16315294802188873,199,2,,,,,,
0.07538160681724548,209,2,,,,,,
0.06106464937329292,219,2,,,,,,
0.1403469443321228,229,2,,,,,,
0.1674971580505371,239,2,,,,,,
,248,2,0.4426223933696747,0.43889644742012024,0.3827160596847534,0.8372814059257507,0.07620186358690262,
0.1093066856265068,249,3,,,,,,
0.09426140040159225,259,3,,,,,,
0.11405626684427261,269,3,,,,,,
0.06659141182899475,279,3,,,,,,
0.08326999843120575,289,3,,,,,,
0.1131414994597435,299,3,,,,,,
0.05071915686130524,309,3,,,,,,
0.051487624645233154,319,3,,,,,,
0.04081665724515915,329,3,,,,,,
,331,3,0.49171677231788635,0.48182404041290283,0.4382716119289398,0.8507551550865173,0.07815606147050858,
0.018073618412017822,339,4,,,,,,
0.1230635866522789,349,4,,,,,,
0.05968639254570007,359,4,,,,,,
0.05222204700112343,369,4,,,,,,
0.07297361642122269,379,4,,,,,,
0.05688852444291115,389,4,,,,,,
0.06750645488500595,399,4,,,,,,
0.07064022868871689,409,4,,,,,,
,414,4,0.5245940685272217,0.5109235048294067,0.4753086566925049,0.856616199016571,0.08558592200279236,
,415,5,,,,,,0.08558592200279236
