train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
1.424203872680664,9,0,,,,,,
0.6072372198104858,19,0,,,,,,
0.493226557970047,29,0,,,,,,
0.2386067509651184,39,0,,,,,,
0.6822851300239563,49,0,,,,,,
0.2752808630466461,59,0,,,,,,
0.4141359031200409,69,0,,,,,,
0.3579663038253784,79,0,,,,,,
0.23357011377811432,89,0,,,,,,
0.2007015347480774,99,0,,,,,,
0.15991340577602386,109,0,,,,,,
0.35363566875457764,119,0,,,,,,
,123,0,0.8087487816810608,0.2330508530139923,0.07635144889354706,0.3039240539073944,0.299552857875824,
0.2127058207988739,129,1,,,,,,
0.27108821272850037,139,1,,,,,,
0.20028626918792725,149,1,,,,,,
0.30688148736953735,159,1,,,,,,
0.25379329919815063,169,1,,,,,,
0.15494459867477417,179,1,,,,,,
0.3029579818248749,189,1,,,,,,
0.2293475866317749,199,1,,,,,,
0.19186708331108093,209,1,,,,,,
0.23278562724590302,219,1,,,,,,
0.3105669617652893,229,1,,,,,,
0.2196713238954544,239,1,,,,,,
,247,1,0.8261112570762634,0.32203391194343567,0.060198187828063965,0.374204158782959,0.377523273229599,
0.10740742832422256,249,2,,,,,,
0.11904528737068176,259,2,,,,,,
0.15538883209228516,269,2,,,,,,
0.12663394212722778,279,2,,,,,,
0.1247471496462822,289,2,,,,,,
0.07852397114038467,299,2,,,,,,
0.07974846661090851,309,2,,,,,,
0.05856899172067642,319,2,,,,,,
0.15257415175437927,329,2,,,,,,
0.10880719870328903,339,2,,,,,,
0.05024794861674309,349,2,,,,,,
0.14820607006549835,359,2,,,,,,
0.06158536672592163,369,2,,,,,,
,371,2,0.8323867321014404,0.3305084705352783,0.05861767381429672,0.3735874891281128,0.39562270045280457,
0.07967613637447357,379,3,,,,,,
0.09759121388196945,389,3,,,,,,
0.10408015549182892,399,3,,,,,,
0.06486132740974426,409,3,,,,,,
0.09774589538574219,419,3,,,,,,
0.12160862237215042,429,3,,,,,,
0.1095486730337143,439,3,,,,,,
0.07321452349424362,449,3,,,,,,
0.09138502180576324,459,3,,,,,,
0.09764757007360458,469,3,,,,,,
0.049834441393613815,479,3,,,,,,
0.06267913430929184,489,3,,,,,,
,495,3,0.8447230458259583,0.37711864709854126,0.06320365518331528,0.40629979968070984,0.4369889497756958,
0.06022464111447334,499,4,,,,,,
0.04059143736958504,509,4,,,,,,
0.0589141920208931,519,4,,,,,,
0.0594346858561039,529,4,,,,,,
0.03091433085501194,539,4,,,,,,
0.0754566416144371,549,4,,,,,,
0.04106120765209198,559,4,,,,,,
0.06584238260984421,569,4,,,,,,
0.07393788546323776,579,4,,,,,,
0.024024667218327522,589,4,,,,,,
0.02040858380496502,599,4,,,,,,
0.03458184748888016,609,4,,,,,,
0.002418030286207795,619,4,,,,,,
,619,4,0.8438628315925598,0.37711864709854126,0.07019884884357452,0.4090953767299652,0.4378902316093445,
,620,5,,,,,,0.07019884884357452
