train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_loss
1.6784757375717163,0,9,,,,,,,,,,
1.1471883058547974,0,19,,,,,,,,,,
1.0132604837417603,0,29,,,,,,,,,,
0.7065055966377258,0,39,,,,,,,,,,
0.8042023181915283,0,49,,,,,,,,,,
0.673936665058136,0,59,,,,,,,,,,
,0,60,0.2878768742084503,0.8204996585845947,0.40466392040252686,0.23166023194789886,0.3244890868663788,,,,,
0.5833998918533325,1,69,,,,,,,,,,
0.6412231922149658,1,79,,,,,,,,,,
0.42351916432380676,1,89,,,,,,,,,,
0.3217616677284241,1,99,,,,,,,,,,
0.40264245867729187,1,109,,,,,,,,,,
0.5495458245277405,1,119,,,,,,,,,,
,1,121,0.3671456575393677,0.8421467542648315,0.3439111113548279,0.33590734004974365,0.4147189259529114,,,,,
0.397784560918808,2,129,,,,,,,,,,
0.40300554037094116,2,139,,,,,,,,,,
0.4791271984577179,2,149,,,,,,,,,,
0.3782545328140259,2,159,,,,,,,,,,
0.26306408643722534,2,169,,,,,,,,,,
0.4106940031051636,2,179,,,,,,,,,,
,2,182,0.3989437222480774,0.8515127301216125,0.3113156855106354,0.3667953610420227,0.4463387429714203,,,,,
0.43600228428840637,3,189,,,,,,,,,,
0.32503172755241394,3,199,,,,,,,,,,
0.19928130507469177,3,209,,,,,,,,,,
0.3474539816379547,3,219,,,,,,,,,,
0.4022216498851776,3,229,,,,,,,,,,
0.20948819816112518,3,239,,,,,,,,,,
,3,243,0.396496444940567,0.8495545983314514,0.30235257744789124,0.37837839126586914,0.4445236921310425,,,,,
0.289445698261261,4,249,,,,,,,,,,
0.26901814341545105,4,259,,,,,,,,,,
0.35632550716400146,4,269,,,,,,,,,,
0.27880990505218506,4,279,,,,,,,,,,
0.2947598695755005,4,289,,,,,,,,,,
0.22934697568416595,4,299,,,,,,,,,,
,4,304,0.40619027614593506,0.8532587289810181,0.29310691356658936,0.3861003816127777,0.4550419747829437,,,,,
,5,305,,,,,,0.8532587289810181,0.4550419747829437,0.40619027614593506,0.3861003816127777,0.29310691356658936
