train_loss,epoch,step,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score,test_loss
0.7650250196456909,0,9,,,,,,,,,,
1.0440725088119507,0,19,,,,,,,,,,
1.1918333768844604,0,29,,,,,,,,,,
0.9834015965461731,0,39,,,,,,,,,,
1.0309391021728516,0,49,,,,,,,,,,
,0,52,0.8378724455833435,0.40381237864494324,1.1522465944290161,0.20792078971862793,0.5225172638893127,,,,,
1.4110959768295288,1,59,,,,,,,,,,
1.5905821323394775,1,69,,,,,,,,,,
1.4451875686645508,1,79,,,,,,,,,,
0.7416443228721619,1,89,,,,,,,,,,
0.9663609266281128,1,99,,,,,,,,,,
,1,105,0.8375990390777588,0.40017765760421753,1.1308001279830933,0.20297029614448547,0.5217848420143127,,,,,
1.622136116027832,2,109,,,,,,,,,,
0.5345501899719238,2,119,,,,,,,,,,
0.9531944990158081,2,129,,,,,,,,,,
1.0748271942138672,2,139,,,,,,,,,,
0.7371572852134705,2,149,,,,,,,,,,
,2,158,0.8397959470748901,0.40515485405921936,1.102343201637268,0.19801980257034302,0.5090895295143127,,,,,
1.4272433519363403,3,159,,,,,,,,,,
0.9159479141235352,3,169,,,,,,,,,,
1.0393568277359009,3,179,,,,,,,,,,
1.042391061782837,3,189,,,,,,,,,,
0.8048831820487976,3,199,,,,,,,,,,
1.2873042821884155,3,209,,,,,,,,,,
,3,211,0.8358534574508667,0.3965423107147217,1.0935505628585815,0.21287128329277039,0.5084510445594788,,,,,
1.5322600603103638,4,219,,,,,,,,,,
0.7530980706214905,4,229,,,,,,,,,,
0.4836520254611969,4,239,,,,,,,,,,
0.7861553430557251,4,249,,,,,,,,,,
1.361418604850769,4,259,,,,,,,,,,
,4,264,0.8318459391593933,0.3852163255214691,1.0897924900054932,0.1782178282737732,0.5005070567131042,,,,,
,5,265,,,,,,0.5005070567131042,0.3852163255214691,0.1782178282737732,0.8318459391593933,1.0897924900054932
