epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0,9,0.9724924564361572,,,,,,
0,19,0.729485034942627,,,,,,
0,29,0.5984723567962646,,,,,,
0,39,0.7010958790779114,,,,,,
0,49,0.3306315541267395,,,,,,
0,59,0.23040279746055603,,,,,,
0,69,0.4606371223926544,,,,,,
0,79,0.3792940080165863,,,,,,
0,83,,0.15189872682094574,0.22735288739204407,0.7810704112052917,0.2879234552383423,0.08796868473291397,
1,89,0.2994256019592285,,,,,,
1,99,0.20581285655498505,,,,,,
1,109,0.1844269186258316,,,,,,
1,119,0.2886901795864105,,,,,,
1,129,0.24189820885658264,,,,,,
1,139,0.21475695073604584,,,,,,
1,149,0.3799453377723694,,,,,,
1,159,0.2925346791744232,,,,,,
1,167,,0.2721518874168396,0.344678670167923,0.8093112111091614,0.33803871273994446,0.08503439277410507,
2,169,0.19252288341522217,,,,,,
2,179,0.22484129667282104,,,,,,
2,189,0.17958757281303406,,,,,,
2,199,0.1856435388326645,,,,,,
2,209,0.11811231076717377,,,,,,
2,219,0.08408224582672119,,,,,,
2,229,0.10476645827293396,,,,,,
2,239,0.18773721158504486,,,,,,
2,249,0.0934673547744751,,,,,,
2,251,,0.33544304966926575,0.38589638471603394,0.8161044716835022,0.36531105637550354,0.08089988678693771,
3,259,0.09600622206926346,,,,,,
3,269,0.10497954487800598,,,,,,
3,279,0.07509060949087143,,,,,,
3,289,0.10264366120100021,,,,,,
3,299,0.10729403048753738,,,,,,
3,309,0.08760684728622437,,,,,,
3,319,0.1148131713271141,,,,,,
3,329,0.13398899137973785,,,,,,
3,335,,0.32278481125831604,0.3873829245567322,0.8158831596374512,0.3668510913848877,0.0838741660118103,
4,339,0.2023969292640686,,,,,,
4,349,0.14300990104675293,,,,,,
4,359,0.1508142203092575,,,,,,
4,369,0.34689581394195557,,,,,,
4,379,0.28088709712028503,,,,,,
4,389,0.27030691504478455,,,,,,
4,399,0.2745651602745056,,,,,,
4,409,0.09657657146453857,,,,,,
4,419,0.16047708690166473,,,,,,
4,419,,0.32278481125831604,0.39299264550209045,0.8186819553375244,0.37415242195129395,0.07368685305118561,
5,420,,,,,,,0.07368685305118561
