em_testing,f1_score_testing,sas_testing,fold,gold_answers,model_answers
0.0,0.4000000059604645,0.654071569442749,4,1 cup butterscotch chips,"1 cup butter (no substitutes), softened"
1.0,1.0,0.9717181921005249,4,1/2 cup packed brown sugar,1/2 cup packed brown sugar
0.0,0.0,0.06275760382413864,4,2 teaspoons vanilla extract,1/2 cup packed brown sugar
0.0,0.25,0.10971837490797043,4,1/4 cup water,1/2 cup packed brown sugar
0.0,0.0,0.04948561266064644,4,4 cups confectioners' sugar,1 1/2 teaspoons vanilla extract
0.0,0.1111111119389534,0.39466381072998047,4,"0) In a microwave, melt butterscotch chips; cool for 10 minutes.","1) In a mixing bowl, cream butter and sugars."
0.0,0.0,0.009334356524050236,4,<no_answer>,10 minutes
1.0,1.0,0.9713185429573059,4,"1) In a mixing bowl, cream butter and sugars.","1) In a mixing bowl, cream butter and sugars."
0.0,0.0,0.11400184780359268,4,"2) Add egg, milk and vanilla; mix well.",3) Beat in melted chips.
0.0,0.1538461595773697,0.13402894139289856,4,3) Beat in melted chips.,"1) In a mixing bowl, cream butter and sugars."
0.0,0.0,0.009862481616437435,4,<no_answer>,1 cup butterscotch chips
0.0,0.2666666805744171,0.009141958318650723,4,5) Cover and refrigerate for 1 hour.,"1) In a mixing bowl, cream butter and sugars."
0.0,0.0,0.05849609524011612,4,"6) On a floured surface, roll out dough to 1/4-in. thickness.",5) Cover and refrigerate for 1 hour.
0.0,0.08695652335882187,0.48633873462677,4,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.,"6) On a floured surface, roll out dough to 1/4-in. thickness."
0.0,0.0,0.13853609561920166,4,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.,1/2 cup packed brown sugar
0.0,0.0,0.1385200321674347,4,8) Place 2 in. apart on greased baking sheets.,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.
1.0,1.0,0.9692531824111938,4,9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.,9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.
0.0,0.0,0.014744537882506847,4,<no_answer>,9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.
0.0,0.07692307978868484,0.06300391256809235,4,"11) For frosting, combine shortening, water, flour and vanilla in a mixing bowl; mix well.",10) Cool for 1 minute; remove to wire racks to cool completely.
0.0,0.0,0.1920643299818039,4,12) gradually beat in sugar.,"2) Add egg, milk and vanilla; mix well."
0.0,0.0,0.009396810084581375,4,<no_answer>,1/2 cup sugar
0.0,0.17391304671764374,0.04590017348527908,4,13) Place 1 cup frosting in a plastic bag; cut a small hole in corner of bag.,"1) In a mixing bowl, cream butter and sugars."
0.0,0.0,0.009100009687244892,4,14) Pipe shirt and shorts on players.,13) Place 1 cup frosting in a plastic bag; cut a small hole in corner of bag.
0.0,0.23529411852359772,0.008882333524525166,4,15) Fill in outline and smooth with a metal spatula.,"1) In a mixing bowl, cream butter and sugars."
0.0,0.1111111119389534,0.010826886631548405,4,16) Tint 1/4 cup frosting black; place in a plastic bag.,"1) In a mixing bowl, cream butter and sugars."
0.0,0.0,0.011037353426218033,4,"17) Pipe lines on round cookies to create basketballs; pipe hair, eyes and noses on players.",16) Tint 1/4 cup frosting black; place in a plastic bag.
0.0,0.125,0.017355600371956825,4,18) Tint 1/4 cup frosting red; pipe a mouth on each player.,1/2 cup packed brown sugar
0.0,0.0,0.009635094553232193,4,19) Tint remaining frosting to match team colors of your choice; pipe around shirts and shorts and add a letter on shirts if desired.,no
0.0,0.0,0.009405598044395447,4,19) Tint remaining frosting to match team colors of your choice; pipe around shirts and shorts and add a letter on shirts if desired.,1/2 cup packed brown sugar
0.0,0.20000000298023224,0.12812459468841553,4,1 cup quick-cooking oats,"1) Combine the applesauce, oil and eggs."
0.0,0.0,0.04138915613293648,4,2 teaspoons baking powder,"1) Combine the applesauce, oil and eggs."
0.0,0.4000000059604645,0.1846691071987152,4,1/2 cup unsweetened applesauce,1/2 cup chopped walnuts or pecans
0.0,0.0,0.22485564649105072,4,"2 egg, lightly beaten","1) Combine the applesauce, oil and eggs."
1.0,1.0,0.9714168310165405,4,1/2 cup chopped walnuts or pecans,1/2 cup chopped walnuts or pecans
0.0,0.13333334028720856,0.39370107650756836,4,"0) In a large mixing bowl, combine the first six ingredients.","1) Combine the applesauce, oil and eggs."
1.0,1.0,0.9712038040161133,4,"1) Combine the applesauce, oil and eggs.","1) Combine the applesauce, oil and eggs."
0.0,0.0,0.009049100801348686,4,<no_answer>,"1) Combine the applesauce, oil and eggs."
0.0,0.0,0.2592238783836365,4,3) Stir in the chocolate chip and walnuts.,2) Add to the flour mixture; mix well.
0.0,0.0,0.12837989628314972,4,4) Drop by rounded teaspoonfuls 2 in apart onto baking sheets coated with nonstick cooking spray.,"1) Combine the applesauce, oil and eggs."
0.0,0.0,0.12837989628314972,4,4) Drop by rounded teaspoonfuls 2 in apart onto baking sheets coated with nonstick cooking spray.,"1) Combine the applesauce, oil and eggs."
0.0,0.0,0.052520785480737686,4,5) Flatten slightly with a glass bottom coated with nonstick cooking spray.,"1) Combine the applesauce, oil and eggs."
0.0,0.07999999821186066,0.11872705817222595,4,6) Bake at 350 degrees F for 10-12 minutes or until edges are lightly browned and cookies are set.,"1) Combine the applesauce, oil and eggs."
0.0,0.125,0.008561575785279274,4,7) Cool for 1 minute before removing to wire racks.,"1) Combine the applesauce, oil and eggs."
0.0,0.20000000298023224,0.2831585705280304,4,"1 egg, beaten","2) In large bowl, combine 1 cup cooked rice, egg, milk, onion, ground beef, salt, and pepper."
0.0,0.800000011920929,0.7313843965530396,4,"1 egg, beaten",1 egg
0.0,0.190476194024086,0.25517916679382324,4,1/4 cup minced onion,"2) In large bowl, combine 1 cup cooked rice, egg, milk, onion, ground beef, salt, and pepper."
0.0,0.2222222238779068,0.0139759611338377,4,1 1/4 teaspoons salt,1 cup cooked white rice
0.0,0.1538461595773697,0.010582574643194675,4,1 (8 ounce) can tomato sauce,1) Boil cabbage leaves 2 minutes; drain.
0.0,0.095238097012043,0.01458696462213993,4,1 tablespoon lemon juice,"2) In large bowl, combine 1 cup cooked rice, egg, milk, onion, ground beef, salt, and pepper."
0.0,0.0,0.06910435110330582,4,0) Bring a large pot of water to a boil.,"5) In a small bowl, mix together tomato sauce, brown sugar, lemon juice, and Worcestershire sauce."
1.0,1.0,0.9719408750534058,4,1) Boil cabbage leaves 2 minutes; drain.,1) Boil cabbage leaves 2 minutes; drain.
1.0,1.0,0.973605215549469,4,"2) In large bowl, combine 1 cup cooked rice, egg, milk, onion, ground beef, salt, and pepper.","2) In large bowl, combine 1 cup cooked rice, egg, milk, onion, ground beef, salt, and pepper."
0.0,0.1621621549129486,0.19066277146339417,4,"3) Place about 1/4 cup of meat mixture in center of each cabbage leaf, and roll up, tucking in ends.","2) In large bowl, combine 1 cup cooked rice, egg, milk, onion, ground beef, salt, and pepper."
0.0,0.1538461595773697,0.38698437809944153,4,4) Place rolls in slow cooker.,"3) Place about 1/4 cup of meat mixture in center of each cabbage leaf, and roll up, tucking in ends."
0.0,0.0,0.009487931616604328,4,<no_answer>,8 to 9 hours
0.0,0.0,0.022764703258872032,4,6) Pour over cabbage rolls.,"2) In large bowl, combine 1 cup cooked rice, egg, milk, onion, ground beef, salt, and pepper."
1.0,1.0,0.9705576300621033,4,"7) Cover, and cook on low 8 to 9 hours.","7) Cover, and cook on low 8 to 9 hours."
0.0,0.0,0.008828696794807911,4,<no_answer>,1) Boil cabbage leaves 2 minutes; drain.
1.0,1.0,0.9722325205802917,4,0) Wash chicken breasts in water and then place in a pot with water just to cover the chicken.,0) Wash chicken breasts in water and then place in a pot with water just to cover the chicken.
1.0,1.0,0.9725762009620667,4,"3 bone-in chicken breast halves, skinless","3 bone-in chicken breast halves, skinless"
1.0,1.0,0.9698108434677124,4,1) Add some salt and pepper and garlic powder.,1) Add some salt and pepper and garlic powder.
0.0,0.0,0.12569746375083923,4,2) Let cool in the pot.,1) Add some salt and pepper and garlic powder.
0.0,0.07692307978868484,0.013829022645950317,4,5) Drain and set aside.,17) Bake at 350  degrees F (175 degrees C) for 45 minutes or until pie shell is cooked and golden brown.
0.0,0.0,0.07720207422971725,4,7) Cut onion to bite-size pieces.,1) Add some salt and pepper and garlic powder.
0.0,0.06666667014360428,0.15612860023975372,4,"8) In a large heavy skillet, over medium heat, saute celery and onion with 2 tablespoons oil, for 5 to 8 minutes.",1) Add some salt and pepper and garlic powder.
0.0,0.3333333432674408,0.3451758623123169,4,5 to 8 minutes,45 minutes
0.0,0.0,0.009864050894975662,4,<no_answer>,1) Add some salt and pepper and garlic powder.
0.0,0.0,0.009448871947824955,4,<no_answer>,2 cups
0.0,0.3529411852359772,0.31057214736938477,4,10) Add flour and cook about 30 seconds.,9) Add the frozen vegetables and cook another 5 minutes.
0.0,0.125,0.24193286895751953,4,"12) After it has become thick, add potatoes.",11) Add chicken broth and bring to a boil.
0.0,0.0555555559694767,0.04133162274956703,4,13) Remove chicken from pot and cut into bite-size pieces and add to vegetable mixture.,17) Bake at 350  degrees F (175 degrees C) for 45 minutes or until pie shell is cooked and golden brown.
0.0,0.5,0.5649195313453674,4,14) Add salt and pepper to taste.,1) Add some salt and pepper and garlic powder.
0.0,0.0,0.031967274844646454,4,16) Make sure you crimp the edges of the pie shell to the plate so no juices spill in oven.,1) Add some salt and pepper and garlic powder.
0.0,0.0,0.031967274844646454,4,16) Make sure you crimp the edges of the pie shell to the plate so no juices spill in oven.,1) Add some salt and pepper and garlic powder.
0.0,0.06666667014360428,0.08415379375219345,4,17) Bake at 350  degrees F (175 degrees C) for 45 minutes or until pie shell is cooked and golden brown.,1) Add some salt and pepper and garlic powder.
1.0,1.0,0.9734549522399902,4,17) Bake at 350  degrees F (175 degrees C) for 45 minutes or until pie shell is cooked and golden brown.,17) Bake at 350  degrees F (175 degrees C) for 45 minutes or until pie shell is cooked and golden brown.
0.0,0.2222222238779068,0.1727031171321869,4,"0) In a large bowl, cream together the margarine and sugar until smooth.",1) Stir in molasses and egg yolk.
0.0,0.0,0.009396810084581375,4,<no_answer>,1/2 cup sugar
1.0,1.0,0.9726602435112,4,"0) In a large bowl, cream together the margarine and sugar until smooth.","0) In a large bowl, cream together the margarine and sugar until smooth."
0.0,0.0,0.009136258624494076,4,<no_answer>,1/2 teaspoon baking soda
0.0,0.0,0.009396810084581375,4,<no_answer>,1/2 cup sugar
1.0,1.0,0.969869077205658,4,1) Stir in molasses and egg yolk.,1) Stir in molasses and egg yolk.
0.0,0.08695652335882187,0.3396962881088257,4,"2) Combine the flour, salt, baking powder, baking soda, cinnamon, cloves, ginger, and nutmeg; blend into the molasses mixture until smooth.",1/2 teaspoon ground cinnamon
0.0,0.75,0.6632446050643921,4,1/2 teaspoon baking powder,1/2 teaspoon baking soda
0.0,0.08695652335882187,0.3396962881088257,4,"2) Combine the flour, salt, baking powder, baking soda, cinnamon, cloves, ginger, and nutmeg; blend into the molasses mixture until smooth.",1/2 teaspoon ground cinnamon
1.0,1.0,0.9702404737472534,4,1 teaspoon ground cloves,1 teaspoon ground cloves
0.0,0.1538461595773697,0.4288279116153717,4,"2) Combine the flour, salt, baking powder, baking soda, cinnamon, cloves, ginger, and nutmeg; blend into the molasses mixture until smooth.",1) Stir in molasses and egg yolk.
0.0,0.5,0.21236281096935272,4,1/2 teaspoon baking soda,1/2 teaspoon ground nutmeg
0.0,0.08695652335882187,0.3021124601364136,4,"2) Combine the flour, salt, baking powder, baking soda, cinnamon, cloves, ginger, and nutmeg; blend into the molasses mixture until smooth.",1 teaspoon ground cloves
1.0,1.0,0.9737416505813599,4,"2) Combine the flour, salt, baking powder, baking soda, cinnamon, cloves, ginger, and nutmeg; blend into the molasses mixture until smooth.","2) Combine the flour, salt, baking powder, baking soda, cinnamon, cloves, ginger, and nutmeg; blend into the molasses mixture until smooth."
0.0,0.125,0.009646030142903328,4,"3) Cover, and chill for at least one hour.",1) Stir in molasses and egg yolk.
0.0,0.0,0.01585957780480385,4,4) Preheat the oven to 350 degrees F (175 degrees C).,1) Stir in molasses and egg yolk.
0.0,0.3333333432674408,0.14113454520702362,4,175 degrees C,350 degrees F
0.0,0.0,0.09613662213087082,4,"5) On a lightly floured surface, roll the dough out to 1/4 inch thickness.","3) Cover, and chill for at least one hour."
0.0,0.0,0.008759495802223682,4,6) Cut into desired shapes with cookie cutters.,1) Stir in molasses and egg yolk.
0.0,0.0,0.19083473086357117,4,7) Place cookies 2 inches apart on ungreased cookie sheets.,"8) Bake for 8 to 10 minutes in the preheated oven, until firm."
0.0,0.10526315867900848,0.0732819065451622,4,"8) Bake for 8 to 10 minutes in the preheated oven, until firm.",1) Stir in molasses and egg yolk.
0.0,0.09090909361839294,0.07347605377435684,4,9) Remove from cookie sheets to cool on wire racks.,"8) Bake for 8 to 10 minutes in the preheated oven, until firm."
0.0,0.0,0.00872702058404684,4,10) Frost or decorate when cool.,1) Stir in molasses and egg yolk.
0.0,0.0,0.16296729445457458,4,1 1/4 cups all-purpose flour,1/2 cup butter
0.0,0.14814814925193787,0.36928680539131165,4,1/2 cup packed light brown sugar,"1) In a medium bowl, mix together 2/3 cup butter, 1/4 cup white sugar, and 1 1/4 cup flour until evenly crumbly."
0.0,0.1818181872367859,0.2631961405277252,4,1/2 cup packed light brown sugar,2 tablespoons light corn syrup
0.0,0.5,0.19666282832622528,4,1/2 cup sweetened condensed milk,1/2 cup butter
