em_testing,f1_score_testing,sas_testing,fold,gold_answers,model_answers
0.0,0.6666666865348816,0.6977837085723877,1,Answer: cream cheese,Answer: heavy cream
0.0,0.75,0.5703963041305542,1,Answer: 1/2 cup (1 stick),Answer: 1 stick
0.0,0.4444444477558136,0.5017139911651611,1,Answer: the mixture for the dough so far,Answer: creamed mixture
1.0,1.0,0.9649104475975037,1,Answer: potatoes,Answer: potatoes
1.0,1.0,0.964209794998169,1,Answer: colander,Answer: colander
1.0,1.0,0.9658846855163574,1,Answer: chorizo,Answer: chorizo
0.0,0.800000011920929,0.8442842960357666,1,Answer: large bowl,Answer: bowl
1.0,1.0,0.9658846855163574,1,Answer: chorizo,Answer: chorizo
1.0,1.0,0.9649104475975037,1,Answer: potatoes,Answer: potatoes
1.0,1.0,0.9649104475975037,1,Answer: potatoes,Answer: potatoes
1.0,1.0,0.9649104475975037,1,Answer: potatoes,Answer: potatoes
0.0,0.5,0.2351047247648239,1,Answer: bowl,Answer: skillet
1.0,1.0,0.9619284868240356,1,Answer: egg,Answer: egg
0.0,0.4000000059604645,0.17177778482437134,1,Answer: small bowl,Answer: skillet
1.0,1.0,0.9619284868240356,1,Answer: egg,Answer: egg
1.0,1.0,0.9692129492759705,1,Answer: about 10 minutes,Answer: about 10 minutes
0.0,0.5,0.4137572646141052,1,Answer: oven,Answer: skillet
1.0,1.0,0.9648075699806213,1,Answer: tortillas,Answer: tortillas
1.0,1.0,0.9621492624282837,1,Answer: bowl,Answer: bowl
0.0,0.2857142984867096,0.45434361696243286,1,Answer: about 1 hour,Answer: 30 minutes
0.0,0.75,0.9255324602127075,1,Answer: for 30 minutes,Answer: about 30 minutes
0.0,0.2857142984867096,0.12521590292453766,1,Answer: bowl and stand mixer,Answer: applesauce
0.0,0.4000000059604645,0.22151190042495728,1,Answer: minute,Answer: until needed
0.0,0.6666666865348816,0.7736983895301819,1,Answer: to 350°f,Answer: 350°F (175°C)
1.0,1.0,0.9682038426399231,1,Answer: 175°c,Answer: 175°c
0.0,0.6666666865348816,0.770190417766571,1,Answer: offset spatula,Answer: slide an offset spatula under the dough
0.0,0.2857142984867096,0.1538785696029663,1,Answer: half sheet pan,Answer: 8-inch square
1.0,1.0,0.9682585597038269,1,Answer: about 18 minutes,Answer: about 18 minutes
0.0,0.4000000059604645,0.11128302663564682,1,Answer: paper towel,Answer: parchment
0.0,0.75,0.9153428077697754,1,Answer: 6 hours,Answer: at least 6 hours
0.0,0.5,0.11364016681909561,1,Answer: yes,Answer: chicken
1.0,1.0,0.969222366809845,1,Answer: 500°f (260°c),Answer: 500°F (260°C)
0.0,0.5,0.4239221215248108,1,Answer: 15g,Answer: 14.79g
1.0,1.0,0.9694161415100098,1,Answer: 1/2 teaspoon,Answer: 1/2 teaspoon
0.0,0.800000011920929,0.5722058415412903,1,Answer: 66°c,Answer: 150°F (66°C)
1.0,1.0,0.9683519005775452,1,Answer: about 45 minutes,Answer: about 45 minutes
0.0,0.6000000238418579,0.6184576153755188,1,"Answer: soy sauce, butter, and lemon juice",Answer: soy sauce
1.0,1.0,0.9641192555427551,1,Answer: oven,Answer: oven
1.0,1.0,0.9669850468635559,1,Answer: 5 minutes,Answer: 5 minutes
1.0,1.0,0.9678226709365845,1,Answer: cold water,Answer: cold water
1.0,1.0,0.9705698490142822,1,Answer: in a salad spinner,Answer: in a salad spinner
1.0,1.0,0.9629536271095276,1,Answer: yes,Answer: yes
1.0,1.0,0.9629536271095276,1,Answer: yes,Answer: yes
0.0,0.8571428656578064,0.9739112257957458,1,Answer: until chickpeas are very finley minced,Answer: until chickpeas are very finely minced
1.0,1.0,0.9619637727737427,1,Answer: a bowl,Answer: bowl
1.0,1.0,0.9629536271095276,1,Answer: yes,Answer: yes
1.0,1.0,0.9682649374008179,1,Answer: 375°f,Answer: 375°F
1.0,1.0,0.9691389799118042,1,Answer: about 4 minutes,Answer: about 4 minutes
0.0,0.3333333432674408,0.05267104506492615,1,Answer: a paper towel–lined plate,Answer: skillet
1.0,1.0,0.9629536271095276,1,Answer: yes,Answer: yes
1.0,1.0,0.9683519005775452,1,Answer: about 45 minutes,Answer: about 45 minutes
1.0,1.0,0.9629536271095276,1,Answer: yes,Answer: yes
0.0,0.75,0.7160993218421936,1,Answer: ground black pepper,Answer: cracked black pepper
0.0,0.6666666865348816,0.763694703578949,1,Answer: to 400°f,Answer: 400°F (200°C)
0.0,0.800000011920929,0.866733193397522,1,Answer: olive,Answer: olive oil
1.0,1.0,0.9632308483123779,1,Answer: sage,Answer: sage
0.0,0.6666666865348816,0.763694703578949,1,Answer: to 400°f,Answer: 400°F (200°C)
1.0,1.0,0.966457188129425,1,Answer: olive oil,Answer: olive oil
1.0,1.0,0.9632308483123779,1,Answer: sage,Answer: sage
1.0,1.0,0.9683519005775452,1,Answer: about 45 minutes,Answer: about 45 minutes
1.0,1.0,0.9685977697372437,1,Answer: about 30 minutes,Answer: about 30 minutes
0.0,0.8571428656578064,0.9151131510734558,1,Answer: large squash,Answer: large squash chunks
0.0,0.8571428656578064,0.9151131510734558,1,Answer: large squash,Answer: large squash chunks
0.0,0.8571428656578064,0.791984498500824,1,"Answer: food processor, blender",Answer: food processor
1.0,1.0,0.9633761048316956,1,Answer: salt,Answer: salt
1.0,1.0,0.9704205989837646,1,Answer: medium-high heat,Answer: medium-high heat
1.0,1.0,0.9629287719726562,1,Answer: onion,Answer: onion
1.0,1.0,0.9644612073898315,1,Answer: rice,Answer: rice
1.0,1.0,0.9644612073898315,1,Answer: rice,Answer: rice
0.0,0.9090909361839294,0.9370551109313965,1,Answer: 3 to 4 minutes,Answer: about 3 to 4 minutes
1.0,1.0,0.9643270969390869,1,Answer: wine,Answer: wine
1.0,1.0,0.9696829319000244,1,Answer: raw alcohol,Answer: raw alcohol
1.0,1.0,0.969739556312561,1,Answer: about 2 minutes,Answer: about 2 minutes
0.0,0.5,0.1783265620470047,1,Answer: broth,Answer: squash
1.0,1.0,0.9644612073898315,1,Answer: rice,Answer: rice
1.0,1.0,0.9629287719726562,1,Answer: onion,Answer: onion
1.0,1.0,0.9704205989837646,1,Answer: medium-high heat,Answer: medium-high heat
