train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_avg_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1
1.0557441711425781,0,9,,,,,,,,,,
1.3508423566818237,0,19,,,,,,,,,,
1.2406286001205444,0,29,,,,,,,,,,
1.054170846939087,0,39,,,,,,,,,,
0.9895344972610474,0,49,,,,,,,,,,
,0,52,1.2395012378692627,0.29405075311660767,0.1336633712053299,0.8079442977905273,0.4105693995952606,,,,,
1.6251163482666016,1,59,,,,,,,,,,
1.546017050743103,1,69,,,,,,,,,,
1.6187167167663574,1,79,,,,,,,,,,
1.1806210279464722,1,89,,,,,,,,,,
0.9370782971382141,1,99,,,,,,,,,,
,1,105,1.1891690492630005,0.35739561915397644,0.1683168262243271,0.8259909749031067,0.47207406163215637,,,,,
1.6170893907546997,2,109,,,,,,,,,,
0.8376470804214478,2,119,,,,,,,,,,
0.971596360206604,2,129,,,,,,,,,,
0.9683763980865479,2,139,,,,,,,,,,
0.8283669352531433,2,149,,,,,,,,,,
,2,158,1.1547420024871826,0.37001222372055054,0.17326731979846954,0.8295885920524597,0.4791353642940521,,,,,
1.4640707969665527,3,159,,,,,,,,,,
1.137480616569519,3,169,,,,,,,,,,
1.2053014039993286,3,179,,,,,,,,,,
1.0215892791748047,3,189,,,,,,,,,,
1.0881134271621704,3,199,,,,,,,,,,
0.6543349623680115,3,209,,,,,,,,,,
,3,211,1.134220004081726,0.3719754219055176,0.19306930899620056,0.8279076814651489,0.4766000509262085,,,,,
1.4674957990646362,4,219,,,,,,,,,,
0.8768804669380188,4,229,,,,,,,,,,
0.4209732413291931,4,239,,,,,,,,,,
0.9758139848709106,4,249,,,,,,,,,,
1.1219230890274048,4,259,,,,,,,,,,
,4,264,1.109977126121521,0.38172122836112976,0.1782178282737732,0.8324366211891174,0.5043006539344788,,,,,
,5,265,,,,,,0.5043006539344788,1.109977126121521,0.1782178282737732,0.8324366211891174,0.38172122836112976
