train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score
1.4539825916290283,9,0,,,,,,,,,,
1.3246625661849976,19,0,,,,,,,,,,
1.083174705505371,29,0,,,,,,,,,,
0.6790449619293213,39,0,,,,,,,,,,
,41,0,0.26755866408348083,0.5062045454978943,0.3100142180919647,0.1913580298423767,0.8011377453804016,,,,,
0.6086223721504211,49,1,,,,,,,,,,
0.30062827467918396,59,1,,,,,,,,,,
0.5329241156578064,69,1,,,,,,,,,,
0.3537527918815613,79,1,,,,,,,,,,
,83,1,0.3274577558040619,0.38619062304496765,0.34572532773017883,0.25925925374031067,0.8149232268333435,,,,,
0.6669256687164307,89,2,,,,,,,,,,
0.4793297052383423,99,2,,,,,,,,,,
0.3022499084472656,109,2,,,,,,,,,,
0.33922135829925537,119,2,,,,,,,,,,
,125,2,0.37380748987197876,0.3364618122577667,0.39072486758232117,0.31481480598449707,0.8260648846626282,,,,,
0.38322946429252625,129,3,,,,,,,,,,
0.4219852387905121,139,3,,,,,,,,,,
0.5243528485298157,149,3,,,,,,,,,,
0.4144890308380127,159,3,,,,,,,,,,
,167,3,0.36842384934425354,0.3255024552345276,0.39932528138160706,0.3086419701576233,0.8284256458282471,,,,,
0.39453649520874023,169,4,,,,,,,,,,
0.30869290232658386,179,4,,,,,,,,,,
0.3119194209575653,189,4,,,,,,,,,,
0.2605317533016205,199,4,,,,,,,,,,
0.3015293478965759,209,4,,,,,,,,,,
,209,4,0.41662514209747314,0.3192266523838043,0.44662198424339294,0.3580246865749359,0.8451847434043884,,,,,
,210,5,,,,,,0.3192266523838043,0.44662198424339294,0.41662514209747314,0.3580246865749359,0.8451847434043884
