train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,test_loss
1.430309772491455,0,9,,,,,,
0.6208750009536743,0,19,,,,,,
0.8190901279449463,0,29,,,,,,
0.38074517250061035,0,39,,,,,,
0.4861402213573456,0,49,,,,,,
0.34155595302581787,0,59,,,,,,
0.4075353741645813,0,69,,,,,,
0.24457406997680664,0,79,,,,,,
,0,80,0.7920023202896118,0.3305838406085968,0.2900699973106384,0.2222222238779068,0.09886135160923004,
0.18902555108070374,1,89,,,,,,
0.35644590854644775,1,99,,,,,,
0.26172322034835815,1,109,,,,,,
0.2771489918231964,1,119,,,,,,
0.2868615388870239,1,129,,,,,,
0.3432233929634094,1,139,,,,,,
0.1614297330379486,1,149,,,,,,
0.2096824049949646,1,159,,,,,,
,1,161,0.8200510740280151,0.3879484534263611,0.39382773637771606,0.32777777314186096,0.07965055853128433,
0.101034976541996,2,169,,,,,,
0.1281713992357254,2,179,,,,,,
0.2202221155166626,2,189,,,,,,
0.08253389596939087,2,199,,,,,,
0.2028869092464447,2,209,,,,,,
0.1884813755750656,2,219,,,,,,
0.18878106772899628,2,229,,,,,,
0.13982585072517395,2,239,,,,,,
,2,242,0.8251224756240845,0.4032639265060425,0.4143563210964203,0.3333333432674408,0.07197444140911102,
0.06892618536949158,3,249,,,,,,
0.04250358045101166,3,259,,,,,,
0.15875443816184998,3,269,,,,,,
0.1515185534954071,3,279,,,,,,
0.12845230102539062,3,289,,,,,,
0.09704688936471939,3,299,,,,,,
0.06795304268598557,3,309,,,,,,
0.07872568815946579,3,319,,,,,,
,3,323,0.8250786662101746,0.3963080048561096,0.42084261775016785,0.3444444537162781,0.07249312102794647,
0.041953396052122116,4,329,,,,,,
0.052384164184331894,4,339,,,,,,
0.032102320343256,4,349,,,,,,
0.06701689213514328,4,359,,,,,,
0.06397631019353867,4,369,,,,,,
0.06556503474712372,4,379,,,,,,
0.055190179497003555,4,389,,,,,,
0.08222660422325134,4,399,,,,,,
,4,404,0.8299444913864136,0.4060096740722656,0.43239665031433105,0.35555556416511536,0.07566926628351212,
,5,405,,,,,,0.07566926628351212
