train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
2.3791067600250244,0,9,,,,,,,,,,
1.7383944988250732,0,19,,,,,,,,,,
1.3260539770126343,0,29,,,,,,,,,,
1.3142973184585571,0,39,,,,,,,,,,
,0,48,1.3328577280044556,0.2705746293067932,0.8345287442207336,0.16746412217617035,0.2859061062335968,,,,,
0.9813146591186523,1,49,,,,,,,,,,
0.9717300534248352,1,59,,,,,,,,,,
1.0864726305007935,1,69,,,,,,,,,,
1.1180391311645508,1,79,,,,,,,,,,
0.780565619468689,1,89,,,,,,,,,,
,1,97,1.1357991695404053,0.38498106598854065,0.8784173130989075,0.24401913583278656,0.4315621554851532,,,,,
1.1179559230804443,2,99,,,,,,,,,,
0.76190185546875,2,109,,,,,,,,,,
0.816296398639679,2,119,,,,,,,,,,
0.9709762334823608,2,129,,,,,,,,,,
0.6328068375587463,2,139,,,,,,,,,,
,2,146,1.0759458541870117,0.4607883095741272,0.8961028456687927,0.3014354109764099,0.5353568196296692,,,,,
0.6161606907844543,3,149,,,,,,,,,,
0.49964889883995056,3,159,,,,,,,,,,
0.5931215882301331,3,169,,,,,,,,,,
0.5848299264907837,3,179,,,,,,,,,,
0.9519169330596924,3,189,,,,,,,,,,
,3,195,1.035093069076538,0.5023607015609741,0.9092347025871277,0.3684210479259491,0.5739571452140808,,,,,
0.9198745489120483,4,199,,,,,,,,,,
0.3093009293079376,4,209,,,,,,,,,,
0.4760424792766571,4,219,,,,,,,,,,
0.7092735171318054,4,229,,,,,,,,,,
0.7740691304206848,4,239,,,,,,,,,,
,4,244,1.033571720123291,0.550808846950531,0.9150696396827698,0.42105263471603394,0.6230294108390808,,,,,
,5,245,,,,,,1.033571720123291,0.550808846950531,0.9150696396827698,0.42105263471603394,0.6230294108390808
