train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
0.8582247495651245,0,9,,,,,,,,,,
0.5405436158180237,0,19,,,,,,,,,,
0.8292234539985657,0,29,,,,,,,,,,
,0,32,0.5541264414787292,0.38489672541618347,0.8341994881629944,0.2631579041481018,0.30014801025390625,,,,,
0.56608647108078,1,39,,,,,,,,,,
0.46346622705459595,1,49,,,,,,,,,,
0.4572882056236267,1,59,,,,,,,,,,
,1,65,0.479740709066391,0.3810599744319916,0.846143364906311,0.2631579041481018,0.3423309326171875,,,,,
0.5253691673278809,2,69,,,,,,,,,,
0.3334747850894928,2,79,,,,,,,,,,
0.3879990577697754,2,89,,,,,,,,,,
,2,98,0.40957286953926086,0.449139267206192,0.8767532110214233,0.35087719559669495,0.450775146484375,,,,,
0.41869494318962097,3,99,,,,,,,,,,
0.5345580577850342,3,109,,,,,,,,,,
0.398783415555954,3,119,,,,,,,,,,
0.5429236888885498,3,129,,,,,,,,,,
,3,131,0.38567495346069336,0.44554629921913147,0.8789586424827576,0.359649121761322,0.453521728515625,,,,,
0.4186798632144928,4,139,,,,,,,,,,
0.43504810333251953,4,149,,,,,,,,,,
0.5442221164703369,4,159,,,,,,,,,,
,4,164,0.37563595175743103,0.46029025316238403,0.8826943039894104,0.3684210479259491,0.461456298828125,,,,,
,5,165,,,,,,0.37563595175743103,0.46029025316238403,0.8826943039894104,0.3684210479259491,0.461456298828125
