train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
2.176985263824463,0,9,,,,,,,,,,
2.344102382659912,0,19,,,,,,,,,,
1.8619263172149658,0,29,,,,,,,,,,
1.502808928489685,0,39,,,,,,,,,,
,0,47,1.3245655298233032,0.18115803599357605,0.8054538369178772,0.11688311398029327,0.22384032607078552,,,,,
0.9808354377746582,1,49,,,,,,,,,,
1.403761863708496,1,59,,,,,,,,,,
1.3494683504104614,1,69,,,,,,,,,,
0.8220860362052917,1,79,,,,,,,,,,
1.0502113103866577,1,89,,,,,,,,,,
,1,95,1.0511460304260254,0.3720988929271698,0.8700597882270813,0.2467532455921173,0.4077392518520355,,,,,
0.8286489248275757,2,99,,,,,,,,,,
0.7399745583534241,2,109,,,,,,,,,,
0.9899188876152039,2,119,,,,,,,,,,
0.9098997116088867,2,129,,,,,,,,,,
1.0557595491409302,2,139,,,,,,,,,,
,2,143,0.9764136075973511,0.47826138138771057,0.8900004029273987,0.34632036089897156,0.5170247554779053,,,,,
0.6421476006507874,3,149,,,,,,,,,,
0.5483791828155518,3,159,,,,,,,,,,
0.622371256351471,3,169,,,,,,,,,,
0.7747120261192322,3,179,,,,,,,,,,
0.8356111645698547,3,189,,,,,,,,,,
,3,191,0.9402252435684204,0.5446631908416748,0.8978907465934753,0.4199134111404419,0.5734700560569763,,,,,
1.0100653171539307,4,199,,,,,,,,,,
0.7250824570655823,4,209,,,,,,,,,,
0.7137123346328735,4,219,,,,,,,,,,
1.2367182970046997,4,229,,,,,,,,,,
0.6715748310089111,4,239,,,,,,,,,,
,4,239,0.9222713112831116,0.49503329396247864,0.887012243270874,0.3636363744735718,0.5256510376930237,,,,,
,5,240,,,,,,0.9402252435684204,0.5446631908416748,0.8978907465934753,0.4199134111404419,0.5734700560569763
